Date,Open,High,Low,Close,Adj Close,Volume
2013-01-01,311.319000,314.632996,311.170013,313.049988,309.445129,828326
2013-01-02,318.000000,320.850006,316.200012,317.950012,314.288727,992454
2013-01-03,316.612000,318.244995,313.446014,314.436005,310.815186,793986
2013-01-04,314.683014,314.683014,309.785004,311.962006,308.369690,1062757
2013-01-07,316.700012,318.549988,312.549988,313.149994,309.543976,607134
2013-01-08,309.884003,312.950989,309.686005,310.824005,307.244781,1225748
2013-01-09,314.632996,326.407013,314.632996,323.191986,319.470337,2461253
2013-01-10,327.545013,333.481995,327.496002,329.869995,326.071472,2051899
2013-01-11,331.552002,332.442993,323.687012,326.654999,322.893463,1068517
2013-01-14,327.050995,329.376007,323.537994,324.528015,320.790985,1555196
2013-01-15,326.902008,330.067993,324.528015,327.247986,323.479645,1497736
2013-01-16,329.500000,329.899994,318.750000,320.049988,316.364532,1119357
2013-01-17,319.678986,327.496002,319.678986,325.121002,321.377167,1336429
2013-01-18,327.100006,328.683014,322.696991,324.626007,320.887817,1078159
2013-01-21,326.308990,327.496002,318.789001,319.579987,315.899933,499317
2013-01-22,324.399994,324.950012,315.399994,318.299988,314.634705,695841
2013-01-23,313.644012,315.277008,306.867004,308.696991,305.142273,1196384
2013-01-24,283.911987,293.015015,279.063995,290.441986,287.097473,3296855
2013-01-25,290.492004,300.286987,290.492004,297.863007,294.433014,989588
2013-01-28,298.605011,306.816986,297.812988,305.282990,301.767578,1012599
2013-01-29,302.760010,312.457001,299.247986,300.434998,296.975433,968725
2013-01-30,300.187988,300.929993,294.102997,295.834991,292.428375,796684
2013-01-31,297.100006,299.799988,295.000000,298.000000,294.568481,564841
2013-02-01,294.845001,297.269012,267.290009,281.983002,278.735870,1629736
2013-02-04,289.898010,293.657990,286.385986,288.760010,285.434875,1275220
2013-02-05,285.049988,288.265991,281.785004,284.010986,280.740540,776176
2013-02-06,285.148987,287.226990,281.092010,283.121002,279.860809,747426
2013-02-07,281.983002,287.671997,281.983002,285.644012,282.354736,675761
2013-02-08,288.216003,291.976013,281.389008,282.527008,279.273621,1304950
2013-02-11,286.632996,289.156006,285.446014,287.523010,284.212097,721274
2013-02-12,289.403015,296.675995,288.414001,295.141998,291.743347,1058870
2013-02-13,309.000000,312.000000,303.000000,304.600006,301.092468,1242702
2013-02-14,300.335999,302.710999,291.480988,293.558990,290.178589,650535
2013-02-15,285.098999,302.265991,284.950989,300.830994,297.366821,1639584
2013-02-18,303.007996,304.244995,298.506012,301.770996,298.296021,1022119
2013-02-19,301.770996,304.739014,300.088989,303.651001,300.154358,472886
2013-02-20,305.234009,305.828003,298.358002,300.731995,297.268982,722341
2013-02-21,296.824005,298.506012,292.273010,294.597992,291.205627,694713
2013-02-22,291.877014,293.360992,286.979004,289.898010,286.559753,717556
2013-02-25,293.459991,297.812988,291.976013,295.884003,292.476807,635908
2013-02-26,291.778015,292.915985,282.575989,286.138000,282.843079,835851
2013-02-27,287.820007,288.463013,278.569000,282.971985,279.713501,667083
2013-02-28,289.403015,290.294006,277.925995,284.356995,281.082550,1148482
2013-03-01,288.000000,293.100006,281.899994,288.649994,285.326141,683063
2013-03-04,285.148987,289.156006,282.378998,286.731995,283.430206,645831
2013-03-05,286.929993,298.902008,286.929993,297.417999,293.993164,1085764
2013-03-06,299.791992,307.708008,299.644012,305.976013,302.452637,933795
2013-03-07,304.195007,304.244995,299.446014,302.710999,299.225220,1224958
2013-03-08,303.057007,304.888000,297.417999,300.533997,297.073273,706216
2013-03-11,301.671997,303.552002,297.071014,298.209015,294.775085,621710
2013-03-12,301.770996,304.789001,298.407013,301.078003,297.611023,1036406
2013-03-13,302.364990,302.760010,294.201996,297.615997,294.188873,1384606
2013-03-14,295.339996,299.593994,289.898010,297.764008,294.335175,1444183
2013-03-15,298.704010,298.803009,286.929993,288.018005,284.701416,1007837
2013-03-18,286.929993,286.929993,281.983002,283.566010,280.300659,821505
2013-03-19,284.455994,286.830994,275.303986,278.569000,275.361206,905795
2013-03-20,278.519989,283.911987,273.770996,282.773987,279.517761,836753
2013-03-21,281.587006,281.587006,266.944000,270.851990,267.733093,1762332
2013-03-22,270.209015,275.057007,262.342987,267.536987,264.456207,1515930
2013-03-25,271.098999,273.078003,265.509003,267.734985,264.651978,508385
2013-03-26,268.377991,274.364014,263.678986,272.335999,269.199982,1039327
2013-03-28,272.335999,272.335999,263.282990,266.449005,263.380768,439794
2013-04-01,266.449005,266.449005,259.325012,262.688995,259.664063,572633
2013-04-02,260.066986,265.904999,256.209015,263.975006,260.935272,1070527
2013-04-03,264.173004,266.152008,253.389008,254.873001,251.938065,916959
2013-04-04,253.289993,260.364014,252.003998,255.070999,252.133789,1139643
2013-04-05,254.279007,258.533997,249.431000,252.597000,249.688278,866370
2013-04-08,254.526993,257.940002,250.716995,254.229996,251.302475,810698
2013-04-09,255.516006,262.589996,255.516006,259.967987,256.974396,1636389
2013-04-10,261.700012,265.855011,255.119995,264.816010,261.766602,956166
2013-04-11,274.562012,278.174011,272.682007,275.204987,272.035919,1185370
2013-04-12,275.000000,280.500000,272.000000,275.399994,272.228699,491807
2013-04-15,268.131012,269.713989,261.451996,266.350006,263.282928,673874
2013-04-16,263.183990,269.515991,260.414001,267.933014,264.847717,827120
2013-04-17,272.000000,275.000000,269.000000,271.500000,268.373627,704423
2013-04-18,266.152008,280.993011,264.470001,279.311005,276.094666,1274208
