,index,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out
,^NSEI,SBIN.NS,TATASTEEL.NS,LT.NS,RELIANCE.NS,INFY.NS,BHARTIARTL.NS,TCS.NS,TATAMOTORS.NS,SUNPHARMA.NS,ITC.NS,COLPAL.NS,BRITANNIA.NS,DLF.NS,HAVELLS.NS,DABUR.NS,HINDZINC.NS,PIDILITIND.NS,PGHH.NS,TATAPOWER.NS,CUMMINSIND.NS
2014-01-15,6320.899902,136.140808,325.389771,610.155762,409.967407,765.638794,322.441956,2188.134521,371.539978,595.670288,198.476501,610.782654,870.24762,151.616562,140.308197,165.077789,122.608185,276.580078,3053.737549,69.741608,430.755096
2014-01-16,6318.899902,135.76741,330.683044,613.147644,410.291504,768.320129,306.927734,2185.066406,364.105133,585.059875,196.454941,610.433411,873.844971,153.750671,142.304993,162.561951,121.999115,274.581512,3105.113525,69.430305,431.774475
2014-01-17,6261.649902,134.551773,327.689392,612.445862,409.643311,769.289429,302.404816,2057.46582,364.056396,586.29364,196.062927,614.506653,860.270569,147.348343,141.34726,161.787857,121.296349,274.971436,3128.421631,69.697174,421.488647
2014-01-20,6303.950195,136.236206,324.999939,610.064087,402.698242,773.321472,300.118988,2173.817139,369.177185,581.753296,199.291321,616.322083,851.732544,147.775177,146.958115,164.255295,124.716454,276.775024,3140.148926,68.896576,420.978943
2014-01-21,6313.799805,137.70076,332.852478,617.727905,399.5961,775.188416,296.568756,2119.987549,378.925079,572.820679,198.597824,609.944702,843.914185,149.150482,145.114944,162.271667,126.49678,275.605164,3130.089844,68.40728,426.585205
2014-01-22,6338.950195,136.651108,341.225952,613.636719,403.948334,776.7453,301.286224,2114.17749,380.206024,589.698853,197.571167,614.576416,838.446045,150.762939,141.211716,155.595001,127.058975,274.971436,3157.666504,68.184929,425.241577
2014-01-23,6345.649902,137.601212,337.755035,630.827576,400.869354,782.231812,306.052307,2094.095703,377.743683,601.444458,198.53717,614.9953,837.151001,151.094894,140.308197,156.514282,124.669594,275.800171,3166.695557,68.362846,422.693207
2014-01-24,6266.75,134.522751,326.257721,614.58313,401.725952,775.146423,304.593323,2090.609375,364.745087,595.769043,195.70079,614.576416,830.004028,145.166824,137.06456,158.643066,122.795578,273.850311,3084.651611,67.295311,415.418976
2014-01-27,6135.850098,132.307251,306.777618,598.582275,390.382294,769.794495,298.514099,2076.546387,342.933197,590.044312,195.670013,609.10675,816.429565,132.457001,131.056107,157.723785,119.656586,268.390839,3009.378906,64.53772,402.631226
2014-01-28,6126.25,132.456604,318.144745,600.628784,391.169403,758.017212,297.638702,2060.480225,350.810944,574.350647,197.149307,608.804321,830.387695,133.974594,134.643112,162.852249,119.234932,273.947845,2992.008301,65.160385,404.021149
2014-01-29,6120.25,130.577179,310.639252,606.521729,387.349609,766.824341,293.650696,2058.105469,346.379913,583.776733,196.153458,611.504211,833.073853,133.832336,139.106522,165.464844,119.937683,278.139923,2990.732666,64.938042,396.654236
2014-01-30,6073.700195,125.843315,300.703796,598.765442,381.97879,764.029114,300.216278,2065.370361,356.227386,585.898804,195.911728,602.496765,834.416931,127.714561,139.214951,164.497223,121.015244,272.680481,2964.382568,64.003983,399.851227
2014-01-31,6089.5,126.444893,308.947052,602.094482,384.826263,763.379822,306.392761,2087.210449,344.214142,581.062378,196.213196,605.057007,846.648254,130.41774,140.714813,166.43248,121.296349,272.82666,3042.795166,65.783066,404.252869
2014-02-03,6001.799805,123.499222,297.710175,598.063843,380.080475,748.539063,297.492798,2043.808838,331.264343,586.589722,193.316177,610.71283,850.053833,127.240288,139.820313,162.948975,117.220345,269.268341,3000.399414,64.626663,407.866791
2014-02-04,6000.899902,125.743729,297.579956,600.322815,380.381409,734.503784,307.608612,2003.667603,340.570343,580.124756,196.092804,614.297119,839.117554,127.192879,138.853546,164.545609,117.314049,268.585907,3147.460205,64.626663,405.179504
2014-02-05,6022.399902,126.266495,311.854187,601.788574,378.390503,738.659363,305.711914,2043.761841,349.679321,576.028503,192.501373,614.9953,834.800598,130.986877,140.67865,167.496902,116.377037,268.927094,3141.179199,64.893524,412.222046
2014-02-06,6036.299805,124.868324,313.458893,595.590454,377.742279,735.039978,306.490051,2025.927246,352.19046,577.311768,195.881866,615.926331,851.109009,128.331085,142.115234,167.642014,117.829414,266.733551,3143.338379,66.939484,403.094482
2014-02-07,6063.200195,126.756065,333.59021,601.025391,377.094055,735.628357,306.927734,1997.194336,354.701569,593.844421,195.217346,607.547485,864.155762,130.844589,141.482788,169.141846,117.126656,268.53714,3147.362061,66.628189,413.797333
2014-02-10,6053.450195,125.63588,331.89801,608.200928,380.566589,737.12323,298.611389,1949.835571,358.492676,603.714661,196.153458,609.851624,873.173462,134.685959,139.26915,168.996689,117.267204,268.049652,3140.737549,67.206436,414.446045
2014-02-11,6062.700195,126.100548,338.188568,606.826782,372.834442,741.753296,296.276947,1957.425415,368.78302,600.408081,196.213196,613.598938,864.635437,133.215805,141.564102,170.593292,116.751846,266.538544,3128.029053,67.517731,413.241394
2014-02-12,6084.0,127.162643,324.826019,617.117859,378.691467,742.547974,299.5354,1960.918335,370.900055,603.122375,193.467361,616.90387,868.904358,132.931259,141.799042,171.996368,117.220345,274.094116,3089.558105,66.806099,413.751007
2014-02-13,6001.100098,124.511513,318.838745,602.735718,373.829895,739.598328,294.623352,1987.275757,370.210266,607.317322,191.264725,611.247986,862.812805,135.63446,138.528275,166.43248,117.50145,267.123505,3079.155518,65.026917,409.346466
2014-02-14,6048.350098,122.39975,321.74585,606.277161,380.612885,751.66449,297.055115,2019.081421,382.864502,601.148315,193.014679,617.136719,865.882507,137.531433,139.160736,168.029083,115.486877,266.29483,3060.018555,65.694122,412.204773
2014-02-17,6073.299805,122.275307,324.565521,609.666626,376.098602,754.520691,296.325592,2016.752808,380.697723,597.249573,193.195755,616.484924,863.915955,135.207657,137.787369,167.061417,115.486877,268.342102,3019.437988,68.896576,406.207031
2014-02-18,6127.100098,124.544731,329.424377,621.331665,376.492157,759.440186,293.99118,2017.31189,385.424377,601.839294,191.264725,610.317017,875.907471,135.112793,136.404984,165.271332,112.722679,268.585907,3043.089844,70.675667,431.884888
2014-02-19,6152.75,125.13385,324.392487,629.819946,376.075439,774.167053,294.282959,2047.068726,385.522919,615.213501,191.113525,614.69281,878.113892,135.776733,138.419846,165.029419,111.83252,272.53418,3056.780029,68.852051,444.348938
2014-02-20,6091.450195,122.856125,318.231262,631.866333,372.927063,765.4729,288.787354,2039.059204,385.868256,611.61084,188.216476,609.642151,868.137024,136.250977,139.359512,164.642365,114.128204,268.732086,3045.101563,69.697174,435.118042
2014-02-21,6155.450195,124.64016,324.86972,644.385132,375.72818,773.610291,280.276398,2054.286377,390.151031,607.16925,191.6866,609.362915,859.167297,135.065369,139.305283,167.593613,114.502998,270.291962,3070.077637,70.097511,436.148865
2014-02-24,6186.100098,125.337158,320.356964,662.401306,376.121765,773.44519,275.072632,2028.394775,390.496429,612.548523,193.165909,610.107605,854.514587,135.444778,137.407898,167.061417,111.457718,273.655365,3044.708984,73.700218,439.944336
2014-02-25,6200.049805,124.963768,312.851471,664.386353,375.28833,780.251648,279.255157,2038.639893,392.416321,611.018616,194.312027,612.062683,858.735657,134.25914,140.479874,166.480881,110.801804,277.944916,3032.785156,72.009987,448.940948
2014-02-26,6238.799805,126.158638,303.089996,669.729797,375.357819,785.325623,280.325073,2032.353149,395.074768,619.951233,198.416748,611.038635,850.533386,132.931259,138.645737,166.529251,108.740379,279.845978,3026.553467,70.675667,463.326202
2014-02-28,6276.950195,127.224899,298.317688,677.669189,370.380493,788.904663,279.741486,2119.527344,410.584442,636.335938,197.752243,611.45752,852.260254,133.879745,138.925812,167.835541,109.302589,279.163544,3032.637939,70.097511,473.728546
2014-03-03,6221.450195,125.988533,299.619141,670.279297,371.977875,783.41748,278.817444,2086.278564,404.430573,616.990112,198.688339,613.645447,831.059265,131.982773,137.995193,166.722763,108.646667,280.528412,3006.630859,69.608215,459.249573
2014-03-04,6297.950195,128.643799,305.215698,681.97467,376.399567,783.686218,279.498322,2086.837402,406.596313,611.364075,200.166748,611.736938,829.524292,132.646729,139.025208,168.416122,112.956947,281.259613,3037.59375,71.209404,462.670197
2014-03-05,6328.649902,130.82196,308.860565,686.035522,373.644684,788.254517,275.023987,2097.315186,403.346649,615.608276,201.162598,612.574829,854.802429,137.294327,139.522156,166.142166,115.393181,281.747101,3023.756348,68.896576,462.998138
2014-03-06,6401.149902,130.888336,316.019043,697.730835,380.798126,790.358337,278.039307,2086.930664,402.21402,612.943359,201.916748,616.438538,848.375,144.313171,145.503448,167.25499,115.53373,283.696838,3063.355469,69.741608,475.274811
2014-03-07,6526.649902,136.883453,322.006317,732.021667,402.536194,771.465149,293.650696,2075.52124,402.855011,604.35614,204.089523,622.187256,839.309448,158.303436,146.894913,165.997055,116.04908,278.676117,3035.385498,70.675667,481.787994
2014-03-10,6537.25,140.409973,315.975372,755.381165,409.967407,757.295288,296.81192,1995.564819,389.954956,589.2547,202.550461,613.691956,839.645203,162.761353,151.313126,167.303345,113.331741,274.873993,3007.906982,70.408806,484.646301
2014-03-11,6511.899902,152.487503,298.273956,751.19751,405.013245,758.069153,294.769257,2003.946899,391.874878,572.721985,201.585403,617.765015,838.014343,169.163696,149.975922,169.045059,110.052193,274.77652,3034.011963,73.121971,485.770874
2014-03-12,6516.899902,149.783386,294.672882,743.991821,403.439026,757.233276,291.948578,2029.838745,382.913239,596.460022,205.809616,614.134216,830.867432,169.92247,153.689392,167.593613,111.176605,272.777954,3014.433105,74.100464,482.725189
2014-03-13,6493.100098,150.420731,292.286652,748.23584,407.235626,692.530396,292.67804,2001.991577,382.076172,565.516785,207.258148,611.550598,827.797546,159.678757,152.867188,166.238968,110.895508,272.875397,3023.608887,73.922554,494.908081
2014-03-14,6504.200195,150.607376,296.49527,766.404053,410.291504,700.068726,286.939301,1992.677734,387.246765,574.498657,209.552216,609.24646,823.480652,165.938812,151.891403,168.319351,109.115181,274.484009,2983.126953,74.144989,511.964203
2014-03-18,6516.649902,154.900299,295.627319,757.609924,415.060455,691.076721,287.03656,1976.332275,375.429626,571.833679,214.803085,614.297119,821.13031,164.705765,155.758469,171.319016,110.66124,274.142792,2989.604004,74.634186,529.207764
2014-03-19,6524.049805,155.587708,309.424286,760.938843,418.093109,674.823486,291.510864,1899.40271,378.482178,577.706482,217.096268,617.043579,819.547363,164.990295,162.541885,172.141479,113.519142,273.509125,3010.851074,73.191643,545.701477
2014-03-20,6483.100098,152.774323,303.653809,744.480103,419.482147,681.279419,287.425598,1963.479614,373.903809,582.542969,214.742416,630.263733,820.986328,158.493149,158.373199,173.254272,113.425446,275.020203,3003.539795,71.901123,525.740295
2014-03-21,6493.200195,154.977692,314.847809,742.984192,410.129425,681.814941,284.458954,1980.988647,383.208832,572.870117,215.889481,621.256348,823.384644,162.287125,160.866989,174.125153,113.753403,284.184326,3003.343262,73.606461,513.979126
2014-03-22,6493.200195,154.977692,314.847809,742.984192,410.129425,681.814941,284.458954,1980.988647,383.208832,572.870117,215.889481,621.256348,823.384644,162.287125,160.866989,174.125153,113.753403,284.184326,3003.343262,73.606461,513.979126
2014-03-24,6583.5,157.112747,315.064545,751.380737,419.204346,675.658508,285.917969,2004.831909,385.522919,571.784302,217.669342,628.448303,811.441162,162.761353,167.129318,173.641312,113.565994,277.896149,3025.031982,74.159554,524.147217
2014-03-25,6589.75,158.733444,318.535431,762.434753,407.119904,671.244629,286.793396,1999.290283,384.882935,571.784302,218.96759,625.259583,806.932312,168.452316,170.200027,170.302994,111.176605,282.526978,3036.416016,75.173546,518.430481
2014-03-26,6601.399902,160.927689,325.216736,779.137268,412.629669,670.110168,290.392273,1949.788818,395.518677,559.249023,216.704269,634.313538,798.922058,166.175934,168.748428,171.415741,113.284904,293.104675,3061.0,75.450089,525.69342
2014-03-27,6641.75,167.255554,325.736786,783.900757,417.051331,666.428894,302.210297,1950.486816,390.643707,553.277527,217.216675,632.498169,783.47699,165.891388,167.147934,172.141479,112.956947,298.174194,3059.282715,76.279709,541.390625
2014-03-28,6695.899902,173.169113,331.030029,786.680115,424.181641,672.935974,308.727203,1957.79834,391.234924,555.893188,216.342148,635.361023,795.27655,166.792465,169.241577,173.302658,116.470749,296.565552,3097.213379,79.7826,556.431824
2014-03-31,6704.200195,174.603134,341.833405,776.755493,430.941498,677.102417,309.067627,1986.716675,392.563629,567.293335,212.96167,638.898865,809.09082,167.361557,173.801086,173.834824,120.780998,299.344055,3138.382324,78.492058,559.290161
2014-04-01,6721.049805,172.413422,348.080231,781.122253,436.428101,683.526794,306.733246,2027.277222,396.995697,564.677673,212.418472,637.530823,806.980347,165.986237,170.116287,182.25325,122.561333,299.149078,3132.69043,77.662422,547.950745
2014-04-02,6752.549805,176.169174,350.076599,794.191772,443.651001,685.198364,316.94632,2023.133301,407.778717,567.786865,207.832108,633.332886,805.301575,167.50383,167.63179,176.447464,121.577461,300.660187,3133.671875,78.492058,542.93689
2014-04-03,6736.100098,172.645584,345.043762,787.870972,441.081329,688.51825,311.937012,2017.777466,405.070496,571.044067,208.767319,658.096252,807.843628,162.903625,167.63179,178.044037,122.045967,308.118164,3134.456787,77.800705,545.935852
2014-04-04,6694.350098,173.246506,348.817963,779.931519,437.192078,683.960815,307.559998,1992.025513,399.309753,564.381714,208.072922,655.950256,825.926941,166.982147,166.161606,174.125153,121.905426,305.534668,3140.443359,76.832802,545.701477
2014-04-07,6695.049805,175.031067,352.8526,784.358765,437.145782,679.288635,308.775848,2005.949585,397.832733,580.470215,208.495712,654.582397,798.778137,162.2397,165.379959,177.560226,123.357765,308.898102,3140.786865,76.51017,533.612366
2014-04-09,6796.200195,180.730667,363.351746,792.726074,445.479889,671.275879,311.353424,1993.469116,414.474121,621.826538,210.004868,659.417114,819.979065,167.50383,167.966766,176.834503,125.372368,311.969055,3164.29126,77.385887,527.146057
2014-04-10,6796.399902,184.650284,362.527496,802.619446,448.674591,660.27179,311.01297,1980.197266,424.222992,607.415955,207.529739,665.431152,839.932983,169.400818,170.86998,175.286301,123.638878,317.574738,3135.831055,80.473953,532.581482
2014-04-11,6776.299805,181.563766,364.306183,793.000916,441.590637,667.273804,313.444672,2015.542114,417.133514,620.00061,207.318802,669.912109,852.21228,167.219299,171.149124,173.351028,124.247948,319.963226,3134.211426,79.50605,534.643188
2014-04-15,6733.100098,178.823212,355.021973,792.603394,439.437622,672.358398,316.362732,2098.107178,405.660736,608.403076,205.779739,659.086975,847.031982,157.544647,173.745255,173.012375,122.186501,315.771118,3152.416504,78.031151,533.56543
2014-04-16,6675.299805,178.399841,358.970123,769.427002,435.826202,651.21698,314.855072,2045.532104,404.873444,605.886108,208.857849,653.238098,844.153992,149.909286,172.619354,173.109116,121.062096,314.162628,3339.027588,75.265724,524.006592
2014-04-17,6779.399902,183.671524,363.481995,774.954529,444.067657,658.384827,316.654541,2070.305908,422.548889,616.940796,213.203384,664.511292,848.470947,151.426865,173.521942,173.254272,123.404648,319.573303,3348.203125,77.385887,521.61676
2014-04-21,6817.649902,188.660965,367.473785,807.688049,444.299164,656.507141,325.651703,2069.235107,425.50296,613.190002,213.293915,670.195129,856.769043,149.672165,171.558548,172.383392,123.592033,324.642761,3382.797119,77.063255,522.413452
2014-04-22,6815.350098,186.516785,365.174164,822.34491,448.072693,649.84491,326.089447,2068.582764,422.254303,611.906982,211.694214,679.746826,875.331909,148.9608,173.531265,173.979996,122.889282,329.468567,3413.073242,77.247612,536.845581
2014-04-23,6840.799805,188.032745,370.120453,840.54425,447.794861,654.38269,329.542419,2061.783691,418.56076,617.483643,213.173523,696.137817,856.193481,144.502853,170.842072,172.57695,121.202652,330.15097,3414.005371,77.109344,539.094604
2014-04-24,6840.799805,188.032745,370.120453,840.54425,447.794861,654.38269,329.542419,2061.783691,418.56076,617.483643,213.173523,696.137817,856.193481,144.502853,170.842072,172.57695,121.202652,330.15097,3414.005371,77.109344,539.094604
2014-04-25,6782.75,189.858246,370.423706,824.390503,439.044067,654.991516,332.363251,2053.867432,416.788147,613.930359,207.28891,699.203796,853.795166,145.688492,171.139832,173.012375,121.764862,321.181885,3321.656738,76.556259,523.678528
2014-04-28,6761.25,191.765717,369.469238,811.322021,437.539337,655.497314,328.423889,2040.922119,410.092804,628.39032,206.413483,695.453918,855.186157,145.973022,177.21608,174.270294,122.373932,312.94397,3338.340332,76.464073,518.243103
2014-04-29,6715.25,188.087372,351.855316,806.985413,435.36319,655.435364,325.846283,2043.622803,402.706696,631.153931,205.387741,689.109741,827.701599,145.83075,175.00148,172.044754,123.451485,306.704559,3239.318115,74.574371,515.572205
2014-04-30,6696.399902,189.252777,347.646698,790.313171,433.279663,656.064087,319.086182,2038.919189,408.418701,624.590271,205.659348,676.727966,828.900818,132.931259,173.335831,173.4478,120.780998,310.506744,3339.7146,71.993309,513.604248
2014-05-02,6694.799805,186.484909,338.449036,771.656799,429.714539,664.087463,316.703156,2056.847656,408.418701,621.727844,205.356964,678.143127,821.034363,132.599289,171.605072,174.415436,118.157356,302.609955,3343.639893,73.883011,491.487518
2014-05-05,6699.350098,186.152588,344.95639,784.115112,438.395874,655.259705,311.547974,2061.737549,408.123108,618.470642,208.043076,677.294006,825.591125,131.887909,170.358185,173.689713,117.407761,300.855164,3346.780273,72.592484,502.780121
2014-05-06,6715.299805,186.849106,348.601196,793.91687,446.035461,652.835754,306.295502,2047.953369,412.751221,617.977173,210.004868,671.610229,815.806091,133.120956,169.01825,173.399414,116.142776,292.666016,3309.73291,71.440208,494.345795
2014-05-07,6652.549805,188.997864,346.995514,791.229248,444.87793,632.66449,302.502106,2016.892944,410.338623,622.566833,209.219986,668.520752,823.432678,133.026093,168.292465,172.238281,115.018356,292.471039,3370.922607,70.748856,492.143555
2014-05-08,6659.850098,190.450073,348.817963,793.397461,444.62326,632.241333,299.584045,2013.632935,416.592072,616.101807,206.504013,664.888794,823.768494,132.457001,169.092712,173.88324,114.268753,292.324799,3548.504883,70.334045,497.906921
2014-05-09,6858.799805,197.870499,361.573029,819.993408,461.893372,641.759644,300.994415,2011.630493,420.973358,616.003113,208.556366,668.80365,818.156372,137.294327,172.926422,174.028366,115.861671,292.471039,3585.503174,74.297821,506.388153
2014-05-12,7014.25,204.193802,364.480164,847.200378,476.292786,654.888306,308.873077,2011.118286,438.402985,605.392517,216.764008,668.355469,814.55896,138.669647,176.294876,176.205551,118.906975,303.73114,3536.384521,75.219627,511.167694
2014-05-13,7108.75,207.234818,370.597656,860.666382,492.35907,673.482117,310.478058,2059.17627,434.21875,601.197693,217.790649,663.473633,838.589905,144.502853,177.709244,182.737076,119.75029,305.973419,3542.812744,77.985069,516.181274
2014-05-14,7108.75,207.822083,392.506714,851.62854,484.071289,671.182739,314.368774,2063.9729,435.59726,604.20813,220.687683,666.398254,854.706543,152.327942,179.123627,183.559525,122.608185,303.536133,3543.205078,78.123329,510.699127
2014-05-15,7123.149902,207.521606,399.666138,841.795654,487.729004,674.967102,312.61792,2042.5979,432.937805,613.338135,222.195953,659.346436,845.736877,151.711426,176.676376,181.769455,121.764862,296.663055,3528.582764,80.750488,507.184814
2014-05-16,7203.0,220.081711,382.572235,871.903625,508.876221,655.394104,321.712433,2012.422485,442.98233,605.540649,215.436829,658.733215,828.085388,160.959213,175.00148,175.624969,127.293243,303.536133,3444.133789,83.792458,529.957458
2014-05-19,7263.549805,233.820877,391.118744,931.053528,528.113831,621.877258,328.958862,1896.887817,437.615692,576.670166,204.059631,630.927307,792.062866,172.910248,180.62175,174.173508,136.27359,313.723846,3612.196777,90.06076,556.947266
2014-05-20,7275.5,230.046936,405.349243,921.764648,509.159149,643.977417,338.053345,1926.22522,433.134888,579.779297,205.719086,642.459961,801.464233,174.902069,179.374863,177.02803,143.685989,315.722443,3569.21167,89.922501,547.154053
2014-05-21,7252.899902,223.914825,401.357391,901.430908,508.475464,651.17572,330.028778,1939.869629,430.279388,569.415466,206.20253,643.922241,804.006409,182.869415,178.956146,178.092422,137.746582,309.921753,3575.591064,88.816315,542.140381
2014-05-22,7276.399902,228.681198,408.603363,904.240479,519.037231,642.265442,323.511871,1966.97229,424.222992,572.573914,208.70665,642.695923,799.401672,200.131989,176.462357,179.060074,142.212997,318.305939,3718.383057,91.673935,562.47644
2014-05-23,7367.100098,250.701248,414.937622,924.604492,531.602905,633.118286,334.259949,1981.826538,424.715668,576.719421,207.077072,645.879761,831.778687,205.965195,174.14537,177.221573,153.474106,321.571838,3794.783936,97.52742,589.091553
2014-05-26,7359.049805,246.003113,405.782776,945.527344,519.461609,638.33667,330.223328,2006.135376,437.271362,583.431213,208.013168,628.12085,834.368835,193.777069,174.27565,173.012375,148.342484,319.475861,3827.120605,93.425362,607.787598
2014-05-27,7318.0,239.397583,414.416718,956.391663,512.978333,646.421875,326.72171,1985.133545,429.934998,584.81311,207.499863,625.88031,835.807922,193.919327,179.588882,173.738098,149.767929,314.113861,3818.435791,90.936485,597.385254
2014-05-28,7329.649902,237.653992,407.171661,963.143127,513.42627,654.517151,332.265961,2002.922119,422.204559,576.522034,206.926788,642.011963,844.969421,195.057526,175.159637,174.996017,147.154587,317.136078,3814.510498,94.2089,609.80249
2014-05-29,7235.649902,251.298676,404.308228,946.37915,506.188629,637.768738,328.32663,2011.676636,417.822266,578.989563,206.714935,643.544983,833.937195,193.255402,177.057877,172.818832,147.154587,300.903931,3714.310547,93.148819,609.661926
2014-05-30,7229.950195,245.580002,412.247223,943.841614,502.015717,641.018066,334.697632,1994.354126,408.713287,602.727661,206.262283,654.157837,845.257202,199.278336,180.593842,182.350006,149.150223,295.152008,3740.267822,95.683807,595.979614
2014-06-02,7362.5,255.476578,427.692719,1005.217468,510.267151,652.73938,351.719482,1983.643555,414.326752,591.426147,203.184189,655.879456,855.042297,198.566971,182.938736,178.285965,151.383469,293.445892,3741.298584,97.757866,613.925903
2014-06-03,7415.850098,255.524887,457.108185,1009.706116,516.49115,657.984558,350.357727,1982.479126,414.474121,595.324951,206.750534,662.388794,861.66156,208.194183,196.561432,179.301956,160.031204,295.249451,3768.48291,97.481323,611.348694
2014-06-04,7402.25,259.142548,466.305817,1022.714355,508.051056,650.853394,344.229858,1945.830444,415.60672,588.316956,205.230606,656.752014,862.333069,207.862183,198.673691,178.431076,160.221268,289.692535,3790.711426,97.619606,611.911072
2014-06-05,7474.100098,260.615723,483.269531,1027.111328,513.897766,663.207092,345.494324,1959.707275,428.359436,590.093689,206.967285,660.124634,858.543762,208.383865,220.14061,182.737076,159.413513,286.426575,3807.443848,101.445114,604.507568
2014-06-06,7583.399902,264.663239,486.479889,1032.735962,529.221863,654.899231,346.175201,1959.801636,432.396393,591.870361,208.796951,666.044495,848.806702,221.141083,217.739883,184.672318,164.735229,290.521149,3809.063477,102.505188,616.128235
2014-06-09,7654.600098,261.576874,499.148468,1070.046997,529.339722,651.27832,346.66156,1987.58728,441.75116,592.610596,209.571808,672.718689,845.353149,227.543411,213.934097,183.317627,172.052551,286.719055,3819.80957,105.040161,626.905457
2014-06-10,7656.399902,257.514862,484.78775,1061.98584,527.288635,670.621765,351.670807,2029.28894,446.477844,601.098999,209.199722,685.737366,840.220703,221.235947,209.970108,185.688324,167.823715,283.989288,3800.819824,103.749634,626.858643
2014-06-11,7626.850098,260.562592,476.761261,1048.858521,519.650146,696.399353,345.640228,2075.175781,438.945404,605.935486,206.688217,685.029663,929.82135,209.522034,218.391235,183.414413,161.97934,290.764923,3952.983887,98.633591,608.068726
2014-06-12,7649.899902,260.944122,476.935242,1051.881714,515.901672,692.408508,332.654999,2103.760498,442.686737,623.010986,207.184006,700.453857,941.381104,211.513885,218.437775,186.268921,160.743942,291.398621,4184.493652,98.541405,603.664246
2014-06-13,7542.100098,251.921768,456.023468,1029.621338,510.125702,695.01416,324.192719,2081.381348,431.559326,621.530457,206.253815,716.774231,888.714478,194.346161,212.398743,182.930573,154.804535,283.989288,4137.975586,95.545532,616.503174
2014-06-16,7533.549805,249.289413,455.199219,1007.965637,502.369354,707.476746,323.560516,2134.225586,424.272766,636.977356,208.486267,709.627991,909.915405,199.610291,214.697113,181.140427,157.417862,289.400055,4124.579102,97.389153,604.460754
2014-06-17,7631.700195,256.307373,461.880493,1028.760254,513.968567,708.066589,329.007507,2143.723145,434.169006,641.36969,208.393265,712.293091,908.764221,201.554718,215.692764,182.350006,159.461029,292.617249,4111.331055,98.35704,620.720337
2014-06-18,7558.200195,255.172333,452.855835,1020.698914,502.982361,706.681274,330.95282,2094.075195,426.537048,625.133057,206.471466,718.661011,896.676819,196.812256,211.970703,182.882202,157.607925,296.516876,4050.582764,97.066513,615.097351
2014-06-19,7540.700195,251.685104,450.730164,1011.758057,491.35965,722.252075,328.910248,2140.149658,431.903717,634.213745,208.517914,743.401001,881.231628,196.432846,207.978806,184.430405,152.33374,301.342621,4016.823242,95.822067,606.663025
2014-06-20,7511.450195,249.526077,451.12088,1006.408569,488.719208,723.2771,329.493835,2155.523193,431.362244,623.10968,208.176514,733.377625,878.545532,197.618484,205.233795,182.737076,154.947083,301.488831,3938.606934,93.241005,605.11676
2014-06-23,7493.350098,251.177917,457.194702,1012.03302,489.402863,704.948059,332.217316,2133.379639,428.949646,625.725281,195.309204,716.750549,894.614197,198.94635,204.796463,181.672653,156.46756,306.168365,3979.67749,93.748001,604.554382
2014-06-24,7580.200195,257.263702,461.880493,1020.149353,499.728912,698.677917,331.633728,2171.179199,435.400177,619.65509,198.750916,718.755188,903.679871,207.909607,208.118393,179.785782,157.655457,307.045807,4005.390137,95.407257,608.115662
2014-06-25,7569.25,260.036102,460.709259,1007.690918,495.556061,700.302063,327.791656,2172.589355,436.483032,624.590271,195.991043,723.519287,956.682251,206.012619,207.66243,179.882538,158.320663,312.748962,4148.132813,96.6978,602.773865
2014-06-26,7493.200195,256.234924,456.240234,1022.04541,477.120056,694.032837,329.202087,2169.862305,431.313477,626.90979,196.114731,723.684387,939.366516,199.515457,214.832291,178.769745,156.942734,314.649994,4156.278809,95.407257,596.729248
2014-06-27,7508.799805,254.921158,450.25296,1018.225647,477.214355,702.952148,322.636444,2256.275146,425.749786,652.276367,198.285812,714.74585,936.440674,200.179413,228.743332,181.007446,155.754837,312.748962,4179.095703,95.683807,599.118958
2014-06-30,7611.350098,259.490295,458.496124,1039.239868,478.770355,709.963928,327.694366,2280.581299,424.715668,679.02478,201.572174,711.562012,967.378723,203.973389,228.44133,182.418121,158.985886,317.623474,4176.200684,99.37104,606.897339
2014-07-01,7634.700195,258.905853,469.125519,1054.290649,475.281158,702.440186,326.332672,2248.000977,443.917908,670.437622,201.665207,721.891907,974.861389,205.396118,228.256256,181.931686,159.888657,316.35611,4263.250488,99.924118,623.110046
2014-07-02,7725.149902,261.035919,471.598206,1071.14624,480.114166,701.18573,328.910248,2258.203125,448.841644,684.404053,204.239029,761.890991,988.339905,207.577652,231.207962,181.396576,163.309769,317.623474,4372.380859,100.799835,623.906677
2014-07-03,7714.799805,260.451477,467.737579,1070.166016,474.573944,700.182617,327.743042,2273.529297,462.578735,697.679504,205.478973,758.329651,976.923828,204.874435,232.484116,186.796173,159.365997,321.620605,4635.343262,98.449219,644.242737
2014-07-04,7751.600098,260.63501,465.610931,1064.275879,486.573822,707.869324,329.980133,2266.571533,462.283112,700.591248,206.750534,785.78186,973.758118,207.34053,233.623901,186.212418,158.510727,324.350342,4633.674805,98.771866,630.607239
2014-07-07,7787.149902,259.340576,465.133698,1068.333984,484.334137,729.568176,335.038086,2339.961426,471.539368,714.113525,207.618408,784.791321,964.452759,211.750992,238.533676,188.060913,157.370377,322.449188,4660.712891,102.41301,623.953491
