,index,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out
,^NSEI,SBIN.NS,TATASTEEL.NS,LT.NS,RELIANCE.NS,INFY.NS,BHARTIARTL.NS,TCS.NS,TATAMOTORS.NS,SUNPHARMA.NS,ITC.NS,COLPAL.NS,BRITANNIA.NS,DLF.NS,HAVELLS.NS,DABUR.NS,HINDZINC.NS,PIDILITIND.NS,PGHH.NS,TATAPOWER.NS,CUMMINSIND.NS
2015-04-01,8586.25,264.151245,286.831421,1074.542725,394.2052,978.132202,394.92392,2405.07251,558.678772,1068.989502,206.160782,962.401184,2138.194336,153.018768,296.973755,260.787445,157.306458,591.471924,7092.770996,72.305954,850.592773
2015-04-06,8659.900391,265.310455,281.913452,1089.189941,388.829987,980.048889,393.451416,2409.470947,567.920044,1156.148071,211.462875,984.460754,2176.636719,160.44455,296.29184,267.049072,157.258392,578.955322,7135.294434,72.072708,832.957642
2015-04-07,8660.299805,262.798828,295.561432,1096.504517,392.69635,971.635132,397.32901,2445.131348,560.123108,1139.092041,211.215454,1008.99054,2218.270508,155.174652,294.830566,268.369873,158.844421,572.426941,7066.921387,73.145638,833.435547
2015-04-08,8714.400391,264.585907,297.86557,1102.545532,408.279755,990.109558,411.464996,2498.479248,561.272705,1137.51001,214.718536,1013.794861,2217.926514,154.168564,286.111816,278.202606,158.556061,564.42627,7073.680176,72.166008,848.63324
2015-04-09,8778.299805,271.299622,306.683899,1097.182861,422.047821,996.606506,399.73407,2520.377197,559.67334,1100.926147,215.276672,1052.538208,2236.730469,152.635513,277.490479,273.848785,157.690933,584.207336,7064.208008,73.098984,834.439148
2015-04-10,8780.349609,276.032959,303.714661,1092.972656,426.409271,1005.128296,404.397034,2510.161133,562.422241,1107.155396,214.966919,1037.931885,2236.730469,151.773148,284.94281,274.240143,167.639725,584.403625,7054.243652,73.612129,840.843262
2015-04-13,8834.0,276.56427,305.93045,1117.443604,434.967133,1007.315063,417.894928,2511.816895,556.02478,1138.004395,217.974197,1040.80835,2268.446777,150.240112,286.306641,277.468842,164.179291,580.722412,7034.412109,74.778351,838.11908
2015-04-15,8834.0,280.138428,299.239441,1107.629272,435.50943,996.021729,407.5383,2485.568115,540.231201,1104.73291,220.113632,1041.224854,2302.17627,146.934433,282.21521,269.397186,163.698669,579.151672,7023.559082,75.757973,835.825256
2015-04-16,8706.700195,282.456818,299.283203,1086.959595,437.725494,987.445679,410.33609,2443.049805,541.030884,1075.713013,217.106339,1028.924194,2287.054199,143.820419,280.7052,270.179901,165.62114,584.305603,7052.27002,74.824989,831.428284
2015-04-17,8606.0,281.828949,306.639221,1077.944336,437.018188,980.516907,398.506989,2340.941406,535.13324,1026.077759,218.191879,1002.627014,2257.400146,140.99382,278.318542,267.049072,165.525024,581.262268,7020.45166,75.05825,829.468872
2015-04-20,8448.099609,277.868347,305.26532,1052.358032,417.592072,959.324829,394.92392,2297.383301,532.984131,1032.05957,212.020996,974.828735,2130.780762,140.13147,283.384155,263.086609,163.698669,575.421143,6890.217285,73.472183,812.694092
2015-04-21,8377.75,279.365662,308.633575,1046.344727,413.254181,964.031311,390.997284,2295.727783,527.186523,941.489868,212.052597,959.767273,2032.097168,133.088959,281.046143,262.744171,161.776199,566.978577,6870.683105,72.305954,816.230652
2015-04-22,8429.700195,274.197601,311.380493,1081.568726,414.81012,961.826599,392.077087,2312.800781,523.288086,956.914429,212.951187,946.255554,2028.90564,131.076828,282.069061,259.515533,162.160675,567.174927,6681.645996,73.378876,825.693359
2015-04-23,8398.299805,268.208405,327.421906,1068.250732,413.537079,954.762634,392.518829,2324.293701,511.792725,931.404663,212.145645,974.344421,2112.762207,130.501923,281.289703,265.190125,165.332779,561.333801,6724.613281,73.938667,836.398682
2015-04-24,8305.25,266.17981,328.352112,1040.062012,414.409363,897.710815,391.831665,2358.156738,515.991028,936.743958,215.773376,986.471008,2101.02832,125.567375,272.327423,264.260712,161.151382,549.749817,6586.634277,72.86573,816.135071
2015-04-27,8213.799805,257.968872,326.934448,1033.305298,412.711914,892.963989,383.831085,2364.919678,516.640747,915.980103,213.850662,965.215576,2034.061035,118.764412,262.488373,257.754456,156.825836,534.042664,6376.286621,72.399246,827.652771
2015-04-28,8285.599609,263.233551,329.016266,1031.911133,407.949707,882.278137,393.402344,2360.000732,529.635498,914.44751,209.323456,976.165405,2057.185303,122.740799,269.599762,253.498505,162.545197,549.995239,6605.922852,72.679146,827.46167
2015-04-29,8239.75,262.653931,327.864655,1025.591309,400.782745,882.390503,380.248047,2352.717773,520.689148,929.921448,203.494858,974.247559,2112.713379,128.154434,273.642548,249.78067,164.323456,544.301392,6650.912598,72.2593,822.395813
2015-04-30,8181.5,260.577057,319.356995,1010.74884,406.605865,873.886719,374.11261,2330.394287,508.04425,928.290039,199.897812,962.866699,2158.127441,130.741455,272.570923,246.454147,162.833542,556.670776,6767.433105,70.719894,824.020691
2015-05-04,8331.950195,267.725433,320.508606,1009.512573,420.091034,896.765991,385.696259,2347.279297,506.244995,937.089905,204.765503,984.901917,2207.763672,132.514069,279.731018,255.797699,165.669205,567.763916,6706.11377,72.119354,818.763611
2015-05-05,8324.799805,262.798828,336.859772,1017.626404,420.656891,883.110413,379.953552,2381.614746,510.243378,947.669617,202.316315,998.006897,2302.568604,133.472244,283.676422,258.879578,175.28157,572.721558,6745.332031,70.999771,823.351624
2015-05-06,8097.0,256.374969,325.826569,969.455566,415.045898,864.798035,383.045807,2329.779541,497.648468,926.609253,197.417007,979.933167,2206.683594,126.094368,272.619659,257.412018,168.793228,560.695801,6668.869141,68.527374,809.06189
2015-05-07,8057.299805,252.076309,325.515869,972.085815,410.566559,874.674133,386.432526,2407.531982,487.902405,917.463257,200.021545,970.973755,2195.931641,123.603142,273.398987,251.639557,168.408722,555.001953,6716.276367,66.894661,809.253113
2015-05-08,8191.5,253.042313,324.984711,992.132874,429.363586,880.950684,390.653687,2390.505859,513.492065,929.674316,203.401855,991.003967,2163.576904,127.387886,271.49939,255.210648,169.898651,561.971985,6779.025391,68.294136,820.43634
2015-05-11,8325.25,266.662811,334.201233,1000.841431,432.379822,897.013428,388.93576,2417.700684,529.485596,953.552734,202.440033,1003.866882,2241.93457,124.800858,278.367218,251.639557,169.706406,574.144897,6782.03418,69.320412,819.910583
2015-05-12,8126.950195,258.306976,313.374878,966.202698,419.229126,876.068848,384.371002,2386.391113,513.342102,938.968628,201.07637,989.434937,2231.329834,120.249573,277.295654,255.014969,165.269928,578.562622,6711.836426,66.708069,812.455078
2015-05-13,8235.450195,264.972351,318.603516,984.976624,427.143646,880.388245,375.536041,2379.297119,520.239319,943.319031,203.308838,987.517212,2241.345703,119.770485,272.619659,255.748779,169.462631,573.850464,6618.156738,68.480736,811.355957
2015-05-14,8224.200195,271.39621,324.718689,977.011536,423.813782,870.534729,378.922791,2364.02124,516.390808,933.777649,201.355423,987.584778,2217.484863,121.638901,269.74588,258.145782,171.656494,583.912842,6732.013184,68.620689,827.031494
2015-05-15,8262.349609,277.675171,322.679688,986.370605,421.762756,882.660461,384.812775,2375.276611,519.689575,935.705688,202.409348,1003.47937,2222.983398,119.770485,263.657349,259.124146,170.925201,584.747253,6697.974121,68.107552,816.565186
2015-05-18,8373.650391,279.896942,322.724365,999.010376,430.256378,896.743469,390.162842,2384.026123,520.489197,946.186462,206.502182,1003.643982,2252.392578,117.662537,263.2677,259.955811,170.827698,588.281433,6631.870605,70.206757,825.741211
2015-05-19,8365.650391,278.641144,326.447021,1004.187195,432.186737,909.921997,390.702759,2376.743164,509.593597,946.285339,206.223114,1004.467468,2282.733887,119.003952,263.852203,258.977448,173.216553,586.317993,6590.087891,70.766533,825.119873
2015-05-20,8423.25,282.650024,320.198853,999.131226,438.605255,921.152405,393.206024,2418.693115,505.045471,954.492004,205.851044,978.025024,2289.901855,118.093704,262.731903,258.390381,171.705246,556.179932,6530.150391,71.886116,823.112732
2015-05-21,8421.0,280.379944,303.315613,1015.089111,432.765869,921.665344,389.181213,2417.227539,510.993073,970.213135,203.02977,975.555176,2246.500732,118.956047,262.14743,253.449539,173.021545,540.129211,6521.270996,71.093079,822.204651
2015-05-22,8458.950195,272.845215,302.473785,1024.476074,436.192261,920.765442,387.659576,2476.251221,514.44165,992.460083,204.11438,969.114014,2386.91626,118.045784,261.124512,259.515533,172.924057,540.423767,6562.560059,70.859833,817.76001
2015-05-25,8370.25,268.208405,294.232147,1010.098267,431.680023,907.429443,392.567932,2460.265625,505.095428,990.878052,196.456131,962.600403,2461.689941,116.225288,260.052917,262.597443,173.704071,540.914551,6526.302734,69.786911,808.584045
2015-05-26,8339.349609,267.725433,294.984711,1002.755981,426.902344,903.154968,393.206024,2467.690918,497.39856,983.660095,194.719452,967.201172,2468.219727,112.009361,262.829285,264.798798,168.536362,538.803955,6421.178223,70.066803,802.562317
2015-05-27,8334.599609,271.203003,290.82019,1013.295349,427.240173,885.69751,401.255646,2473.744141,471.559021,964.577271,197.014252,948.071777,2532.143066,114.40477,263.949585,263.526917,168.926346,540.178345,6448.458496,70.766533,811.355957
2015-05-28,8319.0,271.54538,287.762573,1007.932678,422.655518,907.339478,395.611084,2468.305908,484.153931,944.060669,199.339722,965.796692,2609.224365,114.40477,264.339233,265.826111,167.025024,541.356384,6337.266113,69.13382,812.694092
2015-05-29,8433.650391,272.083344,291.129944,1025.098511,423.23465,910.291016,417.796753,2469.062012,481.455017,955.233521,202.84375,970.421631,2498.708496,112.823799,268.62558,264.016083,164.977448,541.945374,6290.006836,69.553665,877.786133
2015-06-01,8433.400391,272.132294,292.149414,1056.754028,435.420135,921.377441,408.961761,2476.109131,471.858887,867.778381,205.913376,963.375183,2521.489502,113.207062,269.648438,266.804504,163.514862,543.859619,6345.257324,70.999771,877.069214
2015-06-02,8236.450195,260.442932,285.147766,1036.929932,433.6828,903.766907,410.434265,2459.225342,466.760986,851.068481,197.603043,944.487915,2463.752197,108.368332,267.700134,260.983124,163.027359,536.93866,6337.462402,70.020149,858.812866
2015-06-03,8135.100098,251.78595,280.273499,1024.596924,432.572815,909.27417,412.986572,2469.629883,456.66507,832.924927,194.488281,923.784424,2466.206787,105.925026,267.261749,255.846634,163.709869,531.981201,6385.067871,66.101624,855.993103
2015-06-04,8130.649902,251.981598,273.006775,1030.052368,440.463226,912.495728,408.765411,2464.663818,451.017365,822.196899,192.699951,931.43634,2533.763428,106.499916,269.697174,250.220917,164.782425,529.477783,6286.306641,65.448547,861.297974
2015-06-05,8114.700195,252.177216,275.708984,1043.156982,438.074402,905.116699,407.980103,2459.126953,441.921021,838.363037,194.425034,919.522644,2660.480957,102.763077,270.768738,252.226578,165.70871,532.079285,6300.95752,65.915039,852.9823
2015-06-08,8044.149902,249.389374,267.866455,1040.155029,427.312561,899.897522,403.022644,2460.654541,435.423645,820.219421,194.456665,906.374268,2596.164795,105.302216,265.313416,246.062805,165.123718,526.729065,6294.544434,66.614769,873.24585
2015-06-09,8022.399902,251.981598,270.081268,1032.812866,426.468048,896.31604,400.470337,2445.569824,439.871826,801.532043,192.060699,921.556763,2550.652588,106.164566,263.413818,248.264145,165.026184,526.876343,6296.370605,67.501099,861.919312
2015-06-10,8124.450195,254.916168,271.189087,1057.069946,437.133331,911.793762,407.440125,2482.898438,446.41922,813.84198,192.379852,919.35321,2550.406982,107.314354,263.02417,247.921738,163.85614,539.88385,6243.585938,68.900574,859.625305
2015-06-11,7965.350098,248.460098,264.719574,1038.537842,423.307037,898.81311,403.022644,2454.782959,430.025848,810.331909,189.792191,908.529236,2555.611328,103.38588,259.176208,245.964935,159.907196,529.477783,6222.275391,65.308601,846.960632
2015-06-12,7982.899902,248.411194,263.701019,1026.95752,429.435974,915.689209,407.194733,2392.250977,421.629242,804.399414,190.112305,919.910156,2558.409668,103.050537,259.760681,246.551987,160.443481,527.956116,6177.680176,67.780998,855.467468
2015-06-15,8013.899902,244.791885,263.213593,1033.742065,435.178833,932.327026,406.065796,2391.296631,426.177399,828.277832,190.718948,925.188965,2575.740723,103.625427,258.883942,250.759033,161.077255,525.501953,6230.95752,67.221214,843.758545
2015-06-16,8047.299805,249.047012,260.953125,1039.318481,436.24057,940.704712,406.703918,2398.170166,432.624786,830.650696,191.00647,937.756226,2564.448486,103.38588,264.095703,251.003616,160.492249,516.224854,6142.358398,69.13382,837.689087
2015-06-17,8091.549805,249.536118,270.347321,1060.044067,449.391205,937.268921,414.55722,2399.888672,433.524445,834.408081,192.379852,949.088562,2708.546143,104.00869,263.462524,259.711212,161.028503,523.391296,6238.159668,67.874298,852.886719
2015-06-18,8174.600098,252.470688,269.151062,1063.94751,472.435059,943.1521,418.631165,2415.401855,445.269684,846.421326,192.891617,948.241089,2635.785645,102.427719,270.573944,261.912567,160.833496,532.521057,6275.602051,68.200836,864.882385
2015-06-19,8224.950195,254.475952,270.258911,1063.296997,480.97699,936.939392,426.042725,2434.018799,432.874664,836.434998,194.871643,949.936157,2656.553467,102.044456,278.172394,263.477936,163.124863,544.006958,6303.720703,67.45446,856.375488
2015-06-22,8353.099609,260.198364,275.310852,1073.455322,478.588135,963.766907,416.716888,2474.067383,440.321655,847.26178,198.321823,950.904785,2733.388916,109.80558,278.854279,264.358521,163.85614,540.423767,6347.477539,69.507004,856.471069
2015-06-23,8381.549805,261.910187,277.437317,1094.55249,480.180695,941.693115,422.410553,2457.93335,435.823486,848.052795,200.973694,947.877869,2689.202148,112.584259,283.432892,263.918243,168.390091,539.981995,6411.706055,69.180473,856.375488
2015-06-24,8360.849609,256.62796,269.904541,1086.308838,478.202057,936.704102,417.158661,2453.828369,430.42569,861.302124,200.398666,969.695374,2643.984619,109.661858,279.682343,267.587158,165.026184,534.484497,6323.107422,68.853928,859.816528
2015-06-25,8398.0,259.024536,268.264587,1121.319336,484.789459,932.327026,418.876556,2434.447998,432.224945,856.358276,199.567749,962.818359,2644.917725,113.254974,275.493439,270.766907,164.343658,544.644958,6378.0625,69.973495,860.485535
2015-06-26,8381.099609,259.415833,264.675842,1103.316895,482.931488,946.258362,410.286987,2475.308594,437.422852,857.445923,196.756805,973.588928,2694.30835,114.979675,279.779755,269.739655,165.757462,553.087646,6477.710938,68.900574,865.3125
2015-06-29,8318.400391,253.986847,262.593079,1109.422974,478.177917,932.044678,406.311218,2475.404297,428.07663,839.994446,198.034317,967.976013,2651.545654,112.105171,277.318634,270.671631,165.172424,544.939514,6424.926758,67.96759,860.294434
2015-06-30,8368.5,257.019257,269.949188,1104.618042,482.641907,926.5849,412.34848,2435.35498,433.974243,864.762634,201.357056,987.836731,2713.013916,112.009361,278.253845,274.792053,162.929855,540.325623,6743.556641,69.180473,856.948975
2015-07-01,8453.049805,261.910187,272.031891,1122.527466,485.320313,938.869141,416.667847,2475.595215,444.320038,863.279602,200.367035,995.314148,2682.181641,112.488441,283.126862,277.146545,163.563614,544.546753,6679.820801,69.740257,888.348083
2015-07-02,8444.900391,262.008026,269.726837,1115.491943,487.829773,930.020752,425.208313,2460.940674,436.223328,861.302124,201.292831,988.58252,2696.615967,111.913544,282.2901,272.977051,160.053452,534.680847,6593.787109,69.880203,880.127869
2015-07-03,8484.900391,263.5242,266.935303,1119.804321,486.068329,932.185791,427.122559,2485.905273,432.97464,861.203186,201.644562,992.941162,2720.624023,111.147011,278.942993,280.138733,157.615845,535.367981,6504.547363,69.320412,884.237915
2015-07-06,8522.150391,264.893677,264.985626,1125.222656,490.097961,925.596619,425.15921,2513.973633,430.925476,869.014343,203.433884,989.483398,2735.303711,112.680069,282.585388,280.972626,157.323349,530.60675,6478.993652,69.460358,887.200989
2015-07-07,8510.799805,266.947876,264.276764,1122.313843,484.162079,922.960938,423.932129,2497.696045,431.375275,875.391785,202.763,997.929443,2737.120361,114.213135,294.595673,282.934692,157.372086,555.590942,6603.061523,68.807274,924.765137
2015-07-08,8363.049805,261.518921,250.938583,1119.274658,480.95285,901.310669,422.410553,2477.504639,404.786072,861.499817,199.95108,989.793335,2741.440918,111.626099,296.909149,281.168854,154.203201,552.547607,6504.004883,67.641052,929.114197
2015-07-09,8328.549805,261.910187,248.590775,1145.57666,476.513,882.954895,425.94458,2408.194092,397.638947,862.587463,198.450256,979.119568,2772.862305,111.961449,293.611237,281.659363,156.299561,536.398804,6428.577637,67.594398,905.409546
2015-07-10,8360.549805,264.649139,248.94516,1162.612305,483.462341,882.484314,411.612213,2362.226563,401.737305,891.409607,198.002701,963.205811,2787.73877,109.853493,292.922089,276.901276,154.836975,535.515198,6324.883301,66.708069,907.799194
2015-07-13,8459.650391,267.730438,252.091095,1151.032104,485.971832,894.391968,415.93158,2395.831055,401.937225,905.202698,201.005325,972.358826,2794.17041,110.572121,292.971344,281.021698,155.665756,541.160034,6354.136719,67.874298,922.232178
2015-07-14,8454.099609,262.350403,249.166534,1150.939209,481.531952,914.253662,414.55722,2386.236572,385.793762,909.058838,199.536102,971.564514,2780.128906,109.613953,294.497223,290.537842,156.494537,539.343872,6339.387207,68.060883,920.177063
2015-07-15,8523.799805,262.203644,248.50145,1158.281494,487.974579,926.255493,415.195374,2430.390625,394.14035,919.292419,200.621948,974.90625,2781.699707,111.817726,295.038696,286.66272,159.517212,540.865417,6275.552734,69.273766,937.860046
2015-07-16,8608.049805,266.263153,248.855865,1157.444946,494.031128,931.009094,416.864136,2425.092529,395.089996,930.761963,203.146347,989.861023,2790.733398,111.194923,296.515381,285.681732,160.199722,550.338806,6348.760254,70.906479,939.676025
2015-07-17,8609.849609,265.187134,251.736679,1159.63855,493.065948,943.057922,418.042175,2448.195557,397.888855,936.99115,205.92569,983.381287,2826.426758,109.42231,302.914276,286.515533,160.150955,550.142578,6343.382324,70.813179,925.959961
2015-07-20,8603.450195,261.61676,251.292999,1156.980347,494.537842,942.493225,421.576141,2467.56958,390.591797,937.337158,204.77562,987.73999,2829.814209,104.152412,305.326141,293.53009,162.247299,550.584229,6357.047363,70.718262,942.113342
2015-07-21,8529.450195,258.535431,243.450439,1143.132202,486.35788,1047.355957,437.086456,2450.587158,388.942474,796.19281,200.238617,992.844421,2823.186035,102.140266,292.823669,296.522278,161.808533,535.220703,6277.180176,68.487556,942.304565
2015-07-22,8633.5,262.692749,248.50145,1149.015381,506.916382,1038.413452,431.343689,2418.680176,389.392273,825.163208,200.942062,1003.692444,2805.265869,102.140266,295.432465,292.941437,159.955948,538.362244,6281.077637,69.294395,945.2677
2015-07-23,8589.799805,264.160004,246.58075,1134.516724,504.45517,1033.565552,424.96286,2380.937256,401.187531,819.527283,201.325424,1002.994995,2798.540039,103.29007,299.517914,292.794281,161.759781,538.411316,6282.754883,68.250244,943.833862
2015-07-24,8521.549805,257.508362,242.149551,1116.737427,494.682648,1023.775879,425.94458,2396.77124,390.09201,826.794617,200.973694,997.396729,2842.775879,98.882515,293.414337,290.930267,159.907196,534.975342,6211.570313,68.155319,949.760132
2015-07-27,8361.0,252.813049,229.08522,1080.174683,485.175507,1002.784607,410.286987,2389.021484,377.297211,814.435242,199.121124,996.156738,2895.008301,96.966179,278.647614,290.73407,159.6147,528.790649,6126.572266,67.633232,932.029419
2015-07-28,8337.0,253.546692,227.71492,1089.840576,487.540253,1000.478333,402.482727,2393.804932,369.950165,810.92511,198.833618,995.585449,2938.502686,91.408836,271.116608,288.870117,152.44812,532.324768,6108.76416,67.348457,912.673889
2015-07-29,8375.049805,248.068832,228.902069,1109.265015,480.6633,1021.704956,409.992493,2398.301514,376.297607,820.417175,194.233368,1006.385193,2930.801025,97.301544,268.950867,285.093018,154.690704,549.013611,6164.211914,64.832985,961.373413
2015-07-30,8421.799805,251.19902,226.709976,1099.013672,482.666046,1007.20874,409.305328,2373.331055,377.297211,805.091553,201.867859,999.624451,3027.120361,105.110573,274.069946,286.66272,154.300705,548.473572,6239.984863,66.066994,963.254028
2015-07-31,8532.849609,264.160004,225.567902,1109.859863,483.48645,1013.845093,411.121399,2402.128906,383.694611,813.149841,208.289047,963.665771,3113.861816,110.236755,274.759094,287.741852,153.130646,547.933777,6280.781738,64.975365,962.675415
2015-08-03,8543.049805,274.920105,226.526825,1102.5177,483.776031,1015.633423,411.219604,2401.028564,388.042847,821.603699,211.835098,960.203064,3097.273926,110.667931,272.839386,285.38736,157.713364,543.46698,6148.425781,65.972069,979.264099
2015-08-04,8516.900391,282.30545,234.155029,1099.636597,476.802551,995.20697,405.673157,2400.358643,380.595856,820.763245,210.780853,961.026428,3135.584229,110.236755,268.360199,286.66272,154.495728,580.918701,6241.218262,66.351761,983.459534
2015-08-05,8567.950195,279.175232,239.637192,1102.638428,476.681885,1022.599182,409.894318,2436.954102,376.24762,832.430542,211.995132,959.113464,3116.478516,116.991806,273.331604,300.838928,154.544464,588.232361,6366.716309,66.209373,988.281738
2015-08-06,8588.650391,282.745636,238.449081,1134.330811,472.435059,1023.164063,407.391083,2461.972412,382.944916,835.891113,208.449112,984.223877,3100.137451,117.327164,272.790192,302.997223,151.716827,583.765625,6382.404297,66.209373,1114.433228
2015-08-07,8564.599609,275.164642,239.408951,1136.003906,475.041077,1031.306519,404.053375,2441.642334,393.240723,842.367493,207.299042,989.434937,3162.292969,120.4412,273.233185,303.242432,151.570572,582.047668,6445.152344,65.592369,1145.102905
2015-08-10,8525.599609,276.583038,238.586212,1128.131592,467.584991,1022.269775,402.679077,2460.824707,385.543854,831.244019,205.063126,986.209534,3272.238281,122.932434,273.479279,299.563538,150.205521,587.299805,6432.869141,65.592369,1145.102905
2015-08-11,8462.349609,262.937286,225.47583,1115.993896,466.185486,1044.061279,397.427185,2491.535889,369.000549,832.282227,204.51973,976.300964,3324.421143,119.147682,271.461182,294.216766,147.524155,577.826233,6441.848145,64.785515,1115.879883
2015-08-12,8349.450195,250.75885,227.531784,1092.043335,455.037598,1077.242798,391.389923,2556.115479,355.056213,856.407715,202.379654,963.423645,3278.952637,112.200989,266.243622,292.745209,142.648926,563.788086,6380.084961,64.121056,1088.296265
2015-08-13,8355.849609,253.644485,213.416458,1090.584106,450.428802,1090.044556,379.859863,2521.577637,349.258545,869.162659,202.123764,967.104248,3355.968506,109.47023,267.424957,286.466522,140.845078,560.30304,6284.975098,65.639839,1110.719971
2015-08-14,8518.549805,262.64386,217.070892,1114.971558,466.643951,1081.808105,390.027649,2586.252686,355.106171,887.602905,203.273834,958.653381,3301.563477,129.591675,266.588165,289.115356,141.771393,570.022217,6279.893066,66.161911,1149.442993
2015-08-17,8477.299805,273.648499,225.430771,1103.103027,458.801788,1075.124756,385.190552,2568.60083,355.955841,896.007263,202.475479,959.283081,3254.662842,125.750114,262.74884,297.159912,145.379059,574.610413,6214.33252,65.165215,1125.331665
2015-08-18,8466.549805,278.588318,230.546616,1115.371094,455.616669,1096.021973,380.60022,2622.322021,348.458893,879.74231,201.165359,962.019226,3274.657227,124.534439,270.62439,297.356201,143.623978,572.932983,6210.041016,64.643135,1120.605591
2015-08-19,8495.150391,271.936646,228.217407,1124.386475,460.683899,1106.564575,377.638763,2615.337891,351.107788,917.314941,202.475479,964.489197,3251.996826,123.221497,265.062286,291.813232,136.993683,566.124634,6194.205566,63.978668,1138.158813
2015-08-20,8372.75,264.649139,220.680283,1104.032471,442.200562,1067.970703,375.12149,2570.610596,342.061493,926.114807,210.430099,966.4021,3183.718994,116.705437,262.010498,292.00943,136.067383,560.105774,6190.604492,64.073601,1103.245361
2015-08-21,8299.950195,261.66568,216.751587,1078.102295,438.170929,1082.4198,364.805634,2560.373047,332.265442,927.350769,211.324265,965.917725,3158.985596,110.821541,261.862823,292.990479,133.727264,557.88562,6199.040039,64.548203,1101.316528
2015-08-24,7809.0,240.047668,188.292725,1010.906677,400.335571,1027.964844,343.828461,2467.091064,308.125214,881.077148,204.583923,937.271912,2964.37207,93.996506,243.502899,268.268036,119.394119,541.407593,6013.851074,59.090088,1004.581177
2015-08-25,7880.700195,247.824295,195.008057,1006.631409,409.311829,1021.94043,343.877838,2456.088379,328.716888,880.582764,204.392258,920.44281,2939.341553,109.022331,252.559799,268.218964,123.489319,533.661926,5961.65918,55.530445,1075.468872
2015-08-26,7791.850098,240.341125,197.017944,986.528564,411.845459,1002.125488,334.845306,2465.273193,334.964355,863.081909,202.954681,928.191528,2844.355469,107.07724,255.02092,269.837708,123.879333,542.739624,5923.772949,57.144154,1061.869995
2015-08-27,7948.950195,244.009338,206.839203,1003.77832,419.446289,1019.257507,342.841309,2463.264404,333.914764,891.854492,208.097382,938.676331,2905.178467,111.599579,259.303253,279.108673,126.804474,560.796387,5932.800293,57.476383,1042.050293
2015-08-28,8001.950195,243.520248,209.168427,1001.547668,421.01474,1045.849731,357.846161,2459.628662,339.912323,876.479431,208.928299,942.914001,2936.281006,112.037224,260.730713,274.98819,128.413284,560.00708,5964.421387,57.951004,1071.369995
2015-08-31,7971.299805,241.955139,205.925369,1008.360718,413.051941,1030.17688,349.751434,2453.123047,340.012299,888.838867,207.746613,946.691406,2892.984131,107.855278,256.10379,267.87561,123.976837,563.263245,5964.569824,57.476383,1059.941162
2015-09-01,7785.850098,233.885086,197.611511,995.185425,405.306274,1025.093872,340.965698,2427.625732,329.766449,891.805115,201.548737,931.726868,2884.04834,103.381569,254.430252,264.981506,122.611778,546.094482,5952.433594,57.286537,1033.756104
2015-09-02,7717.0,225.521561,200.535278,975.858643,409.987427,1034.93042,338.843292,2479.671875,324.318665,880.137817,204.51973,932.719604,2945.611816,106.688225,253.150467,274.841064,124.756866,551.274719,5985.535645,55.482983,1028.065674
2015-09-03,7823.0,227.184479,209.899139,1002.15155,412.062561,1034.836304,342.29834,2492.875244,333.414948,874.996338,204.455505,925.891235,2970.098877,117.288963,253.790344,279.697266,130.022125,547.327881,6077.488281,56.859383,1031.971802
2015-09-04,7655.049805,220.239334,199.986771,979.825562,403.400055,1010.926941,345.506622,2437.240967,322.769287,848.052795,202.602936,912.887939,2950.548584,113.54467,253.396576,280.8255,128.803299,551.965454,6091.84375,53.679428,1041.085815
2015-09-07,7558.799805,216.277679,197.20015,964.264404,402.097046,996.618958,342.64389,2429.874268,322.719299,827.091248,200.271194,895.380859,2860.844727,109.605858,256.940613,271.750763,127.096992,547.426514,5918.938477,53.29974,1023.291565
2015-09-08,7688.25,223.369537,208.986237,999.40155,409.528961,996.666016,343.285553,2430.400635,330.766022,835.100159,199.919479,874.580566,2807.42749,117.04583,255.119354,269.298157,127.24324,543.381042,5840.206055,55.672832,1017.938965
2015-09-09,7818.600098,226.597565,218.806549,1017.29126,421.810974,1024.811279,349.948853,2439.44165,344.760376,829.612549,200.877853,889.012451,2843.61499,119.136803,263.142609,269.984924,131.630936,548.067871,5903.399414,56.194916,1077.880005
2015-09-10,7788.100098,222.489166,219.446136,1031.884521,418.408691,1017.045471,345.950867,2435.279541,353.956665,830.25531,200.20697,880.900513,2828.26123,120.498375,255.906921,274.595825,128.608292,558.823059,5876.26709,57.856083,1070.791382
2015-09-11,7789.299805,225.081375,212.822891,1023.960205,415.489014,1026.741089,344.223328,2441.594238,344.46051,836.533875,200.462891,895.0177,2916.582764,121.373665,255.759232,276.459778,126.804474,559.513733,5907.789551,56.527149,1069.441162
2015-09-14,7872.25,230.119049,220.908493,1025.876587,416.888519,1035.212891,349.603363,2441.259033,346.659576,847.410095,200.398666,932.16272,2953.510742,122.637962,257.285156,276.361664,132.55722,563.213806,5872.567383,58.66293,1068.958984
2015-09-15,7829.100098,227.820313,208.849121,995.348389,418.408691,1034.695068,346.493835,2427.482422,334.214661,856.951599,202.57132,943.882568,3040.351318,119.768959,256.989807,276.950348,132.069687,561.289795,5823.038574,58.710392,1058.928467
2015-09-16,7899.149902,231.635254,210.584763,989.311646,421.087097,1037.001343,354.884674,2440.015381,337.913147,877.221008,205.829849,960.953735,2973.456055,120.206596,249.557236,268.709503,129.534592,553.445435,5846.07666,58.995167,1050.730347
