Position,in,in,in,in,in,in,in,in,in,in,index,out,out,out,out,out,out,out,out,out,out
Symbols,BHARTIARTL.BO,INFY.BO,ITC.BO,LT.BO,RELIANCE.BO,SBIN.BO,SUNPHARMA.BO,TATAMOTORS.BO,TATASTEEL.BO,TCS.BO,^BSESN,BRITANNIA.BO,COLPAL.BO,CUMMINSIND.BO,DABUR.BO,DLF.BO,HAVELLS.BO,HINDZINC.BO,PGHH.BO,PIDILITIND.BO,TATAPOWER.BO
Historical time period considered in M,,,,,,,,,,,,,,,,,,,,,
25,46.340890057731826,77.06977450415593,21.60956092424766,100.03492428442507,68.75870679783418,33.45278391958192,51.596897187681066,46.193932510679815,75.6109322154511,187.990385479701,1581.8577631724656,362.82756373974917,70.39013262991386,74.17468926598417,24.88516001179724,36.18858177635269,52.82655415581138,31.33230968073309,581.5747946724177,64.63960530876818,7.614482193121525
26,46.09473301985503,77.47222531338502,21.573457916225067,99.31895017432362,68.96866379700441,33.24219789396514,52.14879173617311,46.270259341913004,75.73645599293957,187.20282210800883,1579.7966244526651,364.8792761017439,70.05549942208461,74.00608763285902,24.782947591814064,36.205991701310865,53.672215320927364,31.421350252034756,587.4940300955122,64.67718747143317,7.542333169231355
27,46.056372396819654,77.60984654227843,21.614851445140175,99.80249177563928,69.28134970875271,32.88573940271729,51.74700946341585,46.82155028958013,76.07303958632008,187.488486544426,1578.1679436513841,363.99240210031394,70.50820742442738,73.5202836689873,24.667174801920737,35.931592928325415,53.19623498989836,31.437773207279577,583.3651348597969,64.06729808088528,7.492516707707324
28,46.03643698892239,77.76052903734262,21.444789976537464,100.78544940281517,69.49185741684369,32.75804080694036,51.649841746489756,47.2864997732799,77.75360615012386,186.17843292951193,1599.6854579333121,367.8356229639926,71.53444950407163,73.49147695171644,24.685280387003132,36.12385293846853,52.81382543848508,31.67301851338067,584.9479203299943,63.60838006059544,7.6509730823005455
29,46.537413489680546,78.87164850171143,21.41998892057211,101.62257409580104,71.76516460096718,33.36681412643992,51.922217290258004,47.81901955159327,81.25410260138455,186.44443385170416,1668.0144160839736,373.57345587445525,71.39155035426472,78.7573548076582,25.646229947315987,38.791320613146496,53.04283962670013,32.3466737687917,582.3576795410181,65.1109404829225,7.825351473228153
30,46.338298367238735,81.1960103333414,21.356846608191773,100.85327993606052,71.515979759213,33.17597125126886,54.35355022739719,47.785074890835176,80.88746147716586,185.81634306834894,1668.5544963411667,370.9150657674877,71.09631080670033,78.95799229205113,25.568092957027403,38.75688143095488,53.08734925350842,32.07966953332951,580.6849678789295,65.29836637421192,7.802632092689926
31,45.9998209983641,80.85866649108038,21.247289963482842,100.49595383401129,71.90149926488618,32.97744807847363,54.07879705808352,47.496631950649885,80.38528782333287,184.86288938518715,1674.6521765871403,376.8127957315919,71.06561646789089,78.42629083037104,25.53486972582442,38.562721784207554,52.653922536594166,31.705231961798546,580.5522738786949,65.22648051152612,7.916707897291339
32,46.0487858057794,80.67167502397501,21.20034145362942,100.88368069110652,72.10473367376107,32.90884181909391,54.601539986060175,47.52226326594649,80.79276624491598,184.71408787555401,1689.560937246366,385.61187671011703,71.20484116496368,78.68595256642982,25.398863390650178,38.29421391195797,52.38109063336236,31.63260546224089,577.9619286288189,65.56450160007148,7.950430115601279
33,46.26128956407399,81.05952226405168,21.183822196516957,100.74434209913818,72.61197616937523,32.70630718736879,56.04009658526229,47.14616606287788,80.56732312127986,185.0833195508519,1692.1394206674595,393.14864811487405,72.28475226984517,78.11102504207724,25.605722968632676,38.22644445342536,52.40334107338322,31.588161915503463,582.4596285196385,65.95681976239939,7.905159471079507
34,47.11384471466363,81.04179834133015,21.143311812905296,100.76134966877385,72.68514168303386,32.52127589247496,56.40476123963589,46.886181230201174,80.06699333603933,185.34064353637154,1699.0231634318443,392.96482199750335,73.3679012117218,77.93670919873568,25.81115492619324,38.03484119415859,52.3328238771515,31.44361230988565,582.4825129029405,66.25628318999793,7.905034472412616
35,47.0091883901714,80.75391834220125,21.973686679513065,102.42655423107306,72.71249154062843,32.62060538038756,56.340748308455204,46.768787947265764,79.99925477252373,186.0023748863248,1696.2098072790286,391.6211256038714,73.46565065878622,77.42670851825221,25.9115215928702,37.77454469616035,52.276345473380786,31.496495748143758,591.9781523786451,66.55973031277904,8.081722112417047
36,47.295244073760614,81.06656843086057,22.15410262630141,102.73037850923595,73.15307075578664,32.61953445602248,56.01546010326325,46.897612450158306,79.84495241314312,186.17463553908692,1712.6689692750806,390.8602928205446,73.36933760623242,77.41234024806556,26.183234080873603,37.82462695328641,52.420134934513214,31.34180526905135,591.3583060220662,67.66334512669596,8.140595439901247
37,47.24269102191079,81.08822946730754,22.151810205583388,102.21423257752292,72.89178663133657,32.21684925645644,55.47815463241949,46.517124608297735,79.49766516584589,186.98034305211718,1712.1262499073928,394.35977963849245,73.57216588887297,77.31655688434307,26.28432040116124,37.611780532113215,54.022365859220656,31.262106331339453,587.690938331054,68.2628418741657,8.173247998040573
38,47.03524843626781,80.75043528898914,22.200625095501067,101.6733497036214,72.56750903953434,32.18083395691332,55.170133438522214,46.269624069817496,79.0774834464479,185.88723281183616,1701.5740748004755,395.78577623054025,75.17727110112321,78.43985004769763,26.294496345348534,37.579020874994,53.79225743234156,31.13725553538032,588.5463533337215,69.56598263795479,8.174690818680688
39,46.905654207243856,81.61443068654728,22.06331058080721,101.93098932173405,72.42720465323725,32.10516877936939,55.106205509956,46.32162307939379,79.13125215690883,190.01227214144637,1702.980286726688,395.33586424773694,74.66218200814308,78.38302141556471,26.342645441447758,40.38529598619618,53.95506098106637,31.110822855678776,611.6519548270016,69.27234321479125,8.184652154269102
40,46.654715250992695,81.4306952333169,21.957646088361543,101.91174564525681,72.33133701370741,31.844728986153257,55.06530879325646,46.26634937009828,78.93510590707291,190.50564092754712,1699.390013801887,396.9106889639238,75.2113034359113,77.77079088304151,26.15762061088637,40.422944300160395,54.155668329146636,31.054607556107385,609.4452737153679,69.09917848480791,8.205655119807446
41,46.41957617286266,81.26529712507067,21.85747690964834,101.78797627187521,71.7675567446189,31.618358617942675,54.884534924071886,46.278480443451656,78.71449646784754,189.57523793284258,1694.2136993697895,405.0778267888895,74.94181615259492,78.14106266007332,26.223927247567616,40.196343352066975,55.07828690820617,30.87234945494032,631.3142525136354,69.32705287207875,8.231242478000809
42,46.370545802532604,81.05170118744456,21.67890683631407,103.21194250944882,71.96315366034275,31.479466243973974,54.606033647336005,46.17108058634267,78.64634588683435,190.27961963406437,1694.9977467853132,404.42697884736344,76.44282333764329,78.03697780460254,26.179100729446105,40.32611291792054,55.006442966561224,31.14914974713102,635.3024156260208,69.40900582421659,8.304958038984893
43,46.21024685033649,80.94878711122124,21.714137022724458,102.9760454179501,72.07480819776322,31.255679730747346,54.45609748712292,46.057586207778854,78.74392396823998,191.0252406900306,1693.5804446890834,413.44801347323755,76.4793367274392,77.75078713183882,26.031577861009936,40.34148222636563,56.19409844865294,31.27126710400765,646.3105528490414,69.24777011031222,8.34033274337851
44,46.39372806582378,81.61663901072518,21.7568797731509,104.57219507427351,72.95504233051702,31.581748035833925,54.30124091940843,45.80490609694425,78.93177577813981,191.85996127766794,1702.962492460665,413.39587312609547,76.54381668763233,78.51025502435607,26.171312989593275,40.47641853555737,55.948196074833845,31.73802900070919,651.9427350869919,70.09252866185568,8.545559899996626
45,46.216782500353816,81.24958327503941,21.65703482599264,104.74198465353243,72.6146392185658,31.452391604529026,54.330453534657295,45.759094354255865,78.67998289125711,191.63123324883622,1698.6214680808625,411.6418058498052,76.51351417494868,78.43116569395261,26.080806189912323,40.45117298774505,55.636922036224746,31.540111174332367,656.4924630305086,70.03198602687382,8.557405999328886
46,46.2278728160785,82.09136298313808,21.533971776286393,104.82560553738199,72.89591376097167,31.720950209508743,54.31982045677643,45.60899317114959,78.73044335236887,192.48672472184194,1693.093258767938,409.3276336540648,76.0901854612996,78.77819080485813,26.034732307644617,40.4568718348703,55.61279452909804,31.48173470506927,652.2148294931985,69.89693337173117,8.564345986753047
47,46.13596102532102,81.63146438757121,21.4440315180276,104.46455584841601,72.52440601054252,31.49800695596005,54.10217800433213,45.46485397217566,78.91402987805753,192.7552797426904,1687.099323003611,407.17602946342686,75.58570914269546,79.13576385548447,25.93063761413731,40.14416083323161,55.28056745239371,31.305128298206455,650.8735854584738,69.57981173537746,8.59005040051401
48,46.142595082625405,81.43708832369236,21.309193830258778,104.63486170281362,72.2606821610724,31.37029435580581,53.79479847393071,45.53038575382507,79.16211063842286,195.57219454869914,1687.6180444115453,404.50145989438715,75.12132744192672,79.01965378850014,26.02251364728707,40.02442895720901,55.27888356793625,31.193432646656618,649.8274425845866,69.28119883826332,8.60146652540626
49,46.01712962643188,81.05064309007139,21.177130996404344,105.14462451215354,72.17269692583238,31.174294694063775,53.49882379026127,45.369934139403426,78.58108002390765,195.46363884566472,1685.7423112625147,402.61556623928846,75.01477172093462,79.22903955398567,25.921385900481567,39.8759923965913,54.924802393216396,31.168909317422163,649.6912711069308,69.10349642490542,8.668324689917121
50,45.96953619556962,80.6398969675273,21.189743918983822,105.62307177727246,71.95801149870124,31.338332518856333,53.35728673835723,45.48873117154562,78.46805475290063,195.15659052974638,1692.4152130563452,402.7115726207903,74.6636584906629,79.17870659383391,25.983863294519864,39.69605969787054,54.593049336623665,31.132319915526324,646.9783720136847,69.0807042252377,8.63697848380815
51,45.98194258318131,80.46689046135282,21.16837569275279,106.60933413168868,71.75316324573578,31.22354392602847,53.261159464114144,45.43394871702043,78.68129439584425,197.3890428313755,1693.5197561777968,402.3439570051887,74.74773169898174,78.71853288160924,26.05413972670587,39.58578421765418,54.66687994801413,30.99940868939433,644.4936577892049,69.45131199138689,8.633654356067545
52,46.885904792209885,80.4873019082022,21.400513849357452,108.84648054384718,72.19586518831136,31.466137605638664,53.2746294085411,45.75081130746827,79.39073485765647,197.68038090776827,1728.7620402906614,403.41867168852605,75.1884470485877,78.4013994364384,26.132085002235613,40.090051375446535,54.6412724589149,31.15359022281197,646.0118302487426,69.57321634907987,8.705518353717046
53,47.58035206377173,80.39611590355503,21.591067077766155,109.8035054281246,73.07689402804158,31.470509964987883,53.849754745956034,46.101314874707384,81.36653414025858,199.38867740468572,1760.08454150541,405.52177765500664,75.68524839529539,78.34895863960901,26.6354627799156,40.46288371886024,54.68656200043495,32.14042357999662,649.9244885742046,69.89389782988815,9.077868051829732
54,47.93726735190501,81.4412891743525,21.672237656306947,110.64041940291736,73.08631608698829,31.367535587546627,53.74241981624448,45.962272813291804,81.32152150932797,200.16253441751383,1761.0259171914768,403.91378245728947,76.44808210431768,78.56755134256048,26.73136689883478,40.492669779220506,56.0632285867851,32.062109358308845,649.1438914030041,70.25282631884306,9.07952619429824
55,48.35222704199356,81.4856522544228,21.584729062143055,110.64960372237329,73.32902542275667,31.20789107897906,53.66263823673847,45.96918494617029,81.3973163296377,200.87794576710326,1770.355488830046,403.7047245640056,77.05295625749352,78.17800851712582,26.737250682849975,40.460021693590534,56.21023746250256,32.07185674717738,655.1679281441011,70.06889418873732,9.121745430777132
56,48.49750791504397,81.53947633528469,21.64903837328066,111.41809697509768,73.77013936187848,32.44908124365861,53.98449043757046,45.990143651572765,81.37373936186685,200.6231865085715,1775.9231128977299,413.9994624946794,77.18988315157424,77.89720373156013,26.85198302634072,40.396536882822915,56.01969845732964,32.002132501822985,659.469666999451,70.33028972369857,9.078118370302349
57,48.67366657207077,88.49217316290037,21.643233395640948,111.73859102666586,73.9341864776161,32.34565526196556,53.94521111833893,45.96627874246559,81.03553218891994,201.15855890929947,1779.2561513920446,412.60932684896534,77.4645987467419,77.68540292497983,26.814757537944928,40.21220726944239,55.856429524841815,31.970115141115286,659.9311113654312,70.10470779806258,9.028595950500126
58,48.89983596988998,88.08038490551587,21.54379592295072,111.90563656872428,73.79500533491705,32.27501706008903,53.6403853845938,45.91345400715855,80.84689460464438,200.49092793185764,1776.76892525328,411.2771138554863,77.63768174372728,77.46847451581368,26.875730080295938,40.250344415741296,55.809695202844864,31.889878835560467,656.527020919505,70.13936954362987,9.021808638883535
59,49.04353949844335,87.69475974178306,21.43435116418135,111.8751616109555,73.7778202017131,32.20985219153687,53.46083512416811,45.85003240117496,80.68701704099811,199.96842511683326,1772.8919240744362,410.1659642533964,77.49657810918177,77.34637527796804,26.794028519202897,40.15951739784981,55.67001635120232,31.78947887851072,653.7833251564844,70.4176541594968,8.992562167861436
60,49.092180540268316,89.82675808964132,21.371120255949734,111.3937247019478,73.58952025960275,31.98489366432767,53.1783230899872,45.932051958394084,80.2183992866216,199.58358033309537,1764.76649628011,408.6542562363593,77.64442558383053,77.23076906299889,26.667096698021453,40.00650786865046,55.47496442776179,31.656343773118635,651.8357747401142,70.82471582246069,8.955625748640301
