date,index,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out
,^BSESN,SBIN.BO,TATASTEEL.BO,LT.BO,RELIANCE.BO,INFY.BO,BHARTIARTL.BO,TCS.BO,TATAMOTORS.BO,SUNPHARMA.BO,ITC.BO,COLPAL.BO,BRITANNIA.BO,DLF.BO,HAVELLS.BO,DABUR.BO,HINDZINC.BO,PIDILITIND.BO,PGHH.BO,TATAPOWER.BO,CUMMINSIND.BO
30/10/13,21033.9707,166.246429,298.583344,592.036926,415.573883,685.646484,350.92337,1943.21875,377.708923,610.569214,201.029541,559.883667,904.584045,141.506088,135.596283,172.616455,124.33802,272.532837,2694.435547,71.56424,364.133026
31/10/13,21164.51953,166.246429,305.901581,593.960693,422.402863,682.479797,356.396637,1960.046265,374.399597,600.057556,201.75386,560.494324,900.315552,143.877167,133.518265,171.990173,125.134468,280.868225,2675.614746,72.987602,366.63504
01/11/13,21196.81055,166.246429,307.456696,599.609314,420.319427,676.31311,357.960388,1949.726807,378.584778,597.244507,198.403854,564.11261,900.315552,149.235794,135.831192,170.352173,128.554443,281.696899,2709.462891,73.343407,369.971039
05/11/13,20974.78906,181.547653,309.789398,591.547668,420.875031,673.465759,351.509796,1898.500366,393.285034,585.054871,192.518738,563.004578,892.066345,152.460464,134.539215,167.400864,128.273346,280.575714,2674.301758,74.232948,378.218323
06/11/13,20894.93945,174.805084,305.124023,587.822937,416.08316,681.912964,347.404877,1944.706543,384.936615,595.22113,192.549545,569.36084,904.39209,147.813156,135.514984,164.594727,126.539948,276.578644,2716.563232,74.811081,373.677673
07/11/13,20822.76953,169.265137,316.238586,583.852539,410.180115,692.896545,340.367828,1972.039429,378.306091,598.034241,193.454941,566.423645,895.615479,141.079285,133.554398,162.707825,125.134468,274.190155,2733.827881,72.987602,372.658295
08/11/13,20666.15039,169.265137,325.294861,594.570862,405.341919,692.55658,336.21402,1945.682739,379.126221,594.283386,192.880905,567.295593,880.891479,144.683334,132.271423,157.966431,125.837196,276.62738,2731.395996,73.20993,374.975006
11/11/13,20490.96094,164.700851,329.365601,576.280273,399.878723,693.71167,332.500061,1950.470337,371.395874,589.151001,191.341705,566.331787,840.316895,140.510208,131.178207,155.886032,121.66761,284.280334,2705.961426,72.453781,370.804993
12/11/13,20281.91016,164.700851,322.276093,567.241211,394.577545,688.81311,329.861145,1940.104736,354.556732,590.384766,193.002228,565.390991,866.359497,137.190689,133.527298,157.86969,119.231453,283.549194,2693.657227,70.496803,372.148621
13/11/13,20194.40039,164.010162,328.267914,561.408508,391.382965,687.688538,324.681122,1907.936523,360.170074,599.909424,189.802521,568.534729,854.896912,135.246429,133.771225,156.611755,120.074722,279.210846,2724.781982,69.251457,369.554016
14/11/13,20399.41992,166.381653,343.315979,573.745361,394.346069,691.793457,331.424896,1883.346069,380.061768,591.865295,189.772675,573.353638,854.896912,138.044312,134.963852,158.547012,121.66761,278.430969,2732.903809,70.007614,370.666016
18/11/13,20850.74023,170.704453,353.149841,596.128113,404.809509,701.385071,337.240234,1902.590942,386.315094,602.080872,196.623856,578.149597,857.630676,141.126694,137.050919,157.04718,122.417191,278.820923,2723.858398,70.140984,371.360962
19/11/13,20890.82031,170.704453,350.542755,606.969177,405.897522,710.31665,343.788574,1887.529907,384.78833,598.083496,195.205078,574.822205,857.96637,141.885452,136.671463,154.773224,120.730629,276.432404,2730.131836,70.140984,384.056335
20/11/13,20635.13086,173.447861,352.235046,596.219788,399.786133,701.818176,335.383301,1881.440063,379.864685,589.595154,193.726547,577.759399,857.055176,142.454498,136.066101,152.257385,119.981033,277.943512,2729.888428,70.674713,393.137634
21/11/13,20229.05078,170.023422,350.039612,579.180481,392.656189,690.463501,329.909943,1849.69104,376.713654,574.24707,188.716049,574.890991,843.674133,137.854614,134.132629,155.69249,117.310623,272.581573,2753.932617,68.85112,388.133667
22/11/13,20217.39063,170.023422,358.592773,588.739014,390.71167,690.865173,328.737183,1860.056885,367.556091,567.782043,186.090393,573.445374,839.453613,136.953598,134.629547,155.934387,114.312271,274.726318,2747.896973,68.495308,396.983276
25/11/13,20605.08008,170.023422,363.624023,612.099304,394.160858,686.389038,329.079254,1871.166992,379.618866,573.013184,190.859131,571.816101,842.475098,141.316376,136.870224,161.595062,117.732269,275.89621,2749.565186,69.607277,394.064301
26/11/13,20425.01953,172.510864,358.501282,611.854614,389.855103,684.60437,320.136322,1855.036499,384.296661,565.857422,187.629562,572.091553,852.738708,141.743179,135.307159,160.143616,119.184593,283.646698,2764.090088,69.117973,387.43866
27/11/13,20420.25977,172.510864,361.108368,614.75592,387.956909,679.79834,314.516479,1845.367798,397.365692,562.649536,189.561691,574.500916,840.173035,139.846329,136.084183,160.046829,119.606239,290.276001,2751.086426,68.984596,388.457947
28/11/13,20534.91016,172.510864,366.597076,625.016113,392.725647,685.635803,316.324615,1844.995728,391.92749,563.636597,189.290085,568.213562,842.427185,141.743179,135.28006,157.676132,116.654739,287.692474,2756.68042,69.473793,395.454254
29/11/13,20791.92969,172.510864,366.688538,637.200012,394.9711,691.731567,319.79425,1863.682861,392.518707,564.72229,193.243073,578.906738,840.029114,144.30394,136.111298,160.046829,120.543228,292.518188,2753.932617,70.719238,400.087555
02/12/13,20898.00977,176.065689,373.640869,651.368164,395.804474,688.626648,324.778809,1872.608154,393.749847,587.818481,193.967407,589.600037,863.577698,144.778168,135.71376,161.111252,118.20076,299.440002,2826.948486,71.119476,416.257904
03/12/13,20854.91992,175.263901,374.326935,644.192505,399.045349,690.689392,323.166199,1878.186035,393.208405,584.906799,192.669952,584.574707,868.949341,147.90799,135.677612,159.321121,117.357475,299.878754,2803.002441,71.208443,414.960571
04/12/13,20708.71094,175.780701,378.992279,635.153442,396.452637,694.103638,324.72998,1861.82312,387.003815,583.821045,189.078217,584.850098,853.122375,145.25238,135.56015,157.966431,116.373634,291.007172,2764.580811,72.943069,413.338898
05/12/13,20957.81055,179.065063,385.578705,663.643738,402.726044,691.246277,327.857544,1850.248901,384.345428,570.743103,186.45253,577.988892,843.578247,148.002838,136.011902,157.91806,116.514183,287.546265,2748.878418,74.232948,414.080261
06/12/13,20996.5293,179.065063,386.584991,669.690002,401.522308,686.182861,324.632202,1859.359497,385.035156,574.543152,188.113052,584.689392,833.698364,147.765732,135.984787,159.127594,117.591713,284.719025,2768.801025,78.369324,416.396942
09/12/13,21326.41992,179.065063,384.892609,699.952026,406.730896,688.420471,329.079254,1862.241821,386.757996,578.737915,188.927917,594.628174,831.156494,156.633545,135.74086,158.83728,118.669258,284.036621,2753.000244,79.214424,416.813934
10/12/13,21255.25977,178.181183,387.225281,671.94989,409.06897,695.19696,327.759766,1935.87439,384.542511,579.626282,191.794418,593.929993,834.993286,152.081085,135.650497,159.611404,127.008423,281.404388,2748.093506,78.013512,408.473907
11/12/13,21171.41016,173.558945,382.925873,660.071106,407.888336,695.423767,320.722748,1911.981079,372.035797,576.369141,193.69577,593.301453,852.594788,148.85643,134.241058,163.57872,125.040749,284.426575,2747.651855,76.412338,412.273254
12/12/13,20925.60938,173.558945,377.299957,651.001831,402.980774,693.77356,316.177979,1884.36853,355.098145,567.880737,191.191422,591.299683,844.633362,148.145081,132.840622,162.465942,122.74514,286.863861,2746.621094,79.347801,413.709625
13/12/13,20715.58008,173.558945,379.998596,640.955872,399.716675,695.929565,313.783447,1862.102417,368.502563,563.685852,190.164703,588.390259,853.506042,143.023575,132.153976,160.385529,119.746796,281.891846,2737.494385,77.346313,396.519928
16/12/13,20659.51953,167.391113,374.189728,646.269226,390.943146,711.606201,306.893005,1875.48999,362.188507,549.768921,188.927917,587.342896,844.489502,144.398804,132.976166,160.724213,122.417191,277.699799,2785.876953,78.858604,390.033295
17/12/13,20612.14063,166.048401,373.915314,649.444519,388.419861,712.966797,319.989716,1902.265625,361.105621,561.613159,190.406433,588.995422,848.13446,144.066818,133.762207,160.627426,122.089256,285.401459,2863.897705,78.14698,408.195953
18/12/13,20859.85938,166.048401,379.495453,667.827576,397.54068,713.245544,320.527283,1909.889282,363.075287,565.709351,190.587509,605.032593,847.55896,152.033676,135.433655,159.272751,123.682121,283.207977,2957.522461,81.304878,427.516876
19/12/13,20708.61914,167.159286,375.836334,648.070313,395.642456,724.930542,316.031403,1935.03772,363.37088,575.283386,189.410492,605.614441,838.830139,150.46875,135.966736,162.078888,124.572243,281.648102,2999.67334,79.570244,430.574829
20/12/13,21079.7207,167.159286,382.239777,648.31488,413.745117,732.738342,320.478394,1970.552246,371.289337,571.28595,190.255234,605.521423,859.549072,154.452179,138.06282,161.788574,126.211998,281.258148,2963.607178,80.59314,442.250854
23/12/13,21101.0293,167.159286,387.13385,652.650757,414.555298,715.483276,320.820496,1961.301636,369.229126,569.657349,192.669952,610.036865,849.333496,161.18605,142.110458,161.88533,126.493103,282.038055,2956.835449,79.214424,435.208221
24/12/13,21032.71094,169.931656,382.788666,656.926025,414.902557,719.135071,318.132751,1962.742432,366.9151,559.78717,192.488892,606.312744,849.333496,162.087051,141.2341,165.804291,123.541588,280.088257,3001.783203,76.679207,432.474518
26/12/13,21074.58984,169.453491,388.643219,654.940918,410.990326,725.158142,321.846741,1951.865356,368.45282,563.044373,193.12265,604.241089,868.5177,161.660263,145.101044,167.933075,126.165123,283.695404,3056.9375,79.792572,434.420532
27/12/13,21193.58008,170.970108,387.865631,658.147278,406.823486,734.790283,321.358032,2007.182373,365.487885,568.02887,194.42009,607.383362,877.870056,162.371567,144.902252,166.771927,124.712807,282.671783,3027.544678,79.703621,434.744904
30/12/13,21143.00977,170.342194,388.643219,649.963928,409.925476,722.290222,322.139923,2006.02002,368.835999,562.007996,194.601181,631.008484,882.857971,157.819092,142.372498,165.562363,124.478569,280.234497,2993.490479,79.036522,440.999878
31/12/13,21170.67969,170.342194,387.362518,653.414856,414.277496,718.95929,322.970703,2018.338989,370.657349,560.379456,194.118591,629.774841,882.857971,158.340729,142.751968,164.691498,124.103775,279.113373,2982.400391,81.260353,444.52121
01/01/14,21140.48047,170.342194,388.826111,652.803711,411.453339,715.019531,329.958862,2002.302002,369.180359,564.968994,194.42009,633.917969,880.795593,161.56543,142.950729,166.384842,123.588417,279.600861,2976.905029,80.370819,437.802887
02/01/14,20888.33008,170.342194,383.749146,632.954895,405.272522,716.742249,320.673889,2010.296875,370.19458,566.449585,190.376572,623.513672,870.100403,158.008804,143.854218,161.595062,121.948692,277.651031,2957.179199,77.746643,425.385559
03/01/14,20851.33008,165.773087,377.437195,618.205933,400.480591,735.450317,321.406921,2065.800293,357.166321,572.421021,190.044266,631.334167,881.419128,159.953079,147.106796,161.740204,123.447876,275.360016,2979.407227,74.766663,427.007233
06/01/14,20787.30078,163.024857,373.457916,617.626038,395.804474,724.879395,321.358032,2082.163086,361.25296,580.514587,190.738724,629.122925,871.731079,158.198486,149.49202,164.159302,119.746796,278.28479,3039.812012,72.854111,435.995911
07/01/14,20693.24023,160.329758,361.154144,622.359314,389.901459,713.163147,324.143524,2052.969971,359.727203,586.041931,191.191422,624.491211,864.728882,155.305771,150.404541,166.965439,118.153915,276.77359,3026.612305,70.763657,439.100189
08/01/14,20729.38086,160.329758,358.821472,609.747681,392.725647,707.201904,325.023132,2076.026855,364.601074,593.987427,191.221298,622.023804,868.22998,153.930542,150.928574,168.416885,121.854996,278.967163,3023.373779,72.053535,435.578857
09/01/14,20713.36914,160.329758,357.586517,593.379822,393.790466,711.853699,321.749023,2085.928467,362.533844,598.626343,190.406433,614.459167,859.788818,150.800705,148.579468,167.449234,121.245956,283.402954,3006.543213,72.18692,434.513184
10/01/14,20758.49023,160.329758,351.54895,583.852539,396.730469,732.036865,323.11731,2121.396484,362.533844,601.78479,194.631958,615.390259,861.419495,148.429642,146.402069,168.3685,120.027893,277.797272,2992.362061,71.519821,426.03418
13/01/14,21134.21094,158.610291,353.241333,598.57135,406.962372,756.129395,323.752594,2203.675293,370.312988,594.628906,196.472641,614.296265,862.858337,152.555313,145.498566,164.788239,119.840477,278.479675,3014.492188,70.096565,419.547577
14/01/14,21032.88086,158.610291,342.950073,593.899353,407.934601,760.905151,321.260284,2164.487793,366.127869,595.763977,195.657791,613.574768,867.318787,148.998703,143.628342,166.288116,121.99556,274.433868,3097.763428,69.473793,435.022919
15/01/14,21289.49023,158.764847,342.950073,609.992249,409.925476,765.381165,324.045776,2188.75415,371.001709,595.813416,198.192917,610.246399,869.524841,151.559448,140.339645,165.078552,122.510887,276.529907,3063.758301,69.829704,430.528503
16/01/14,21265.17969,158.764847,348.530212,612.434509,409.809753,768.2995,308.35907,2186.057373,364.109406,585.54834,196.593048,610.595581,871.443298,153.456314,142.381516,162.611084,122.229797,275.018829,3105.56543,69.518318,431.733246
17/01/14,21063.61914,158.764847,345.374237,611.426758,409.531952,768.990967,304.156403,2059.896973,364.010864,586.436768,196.080612,614.738525,862.858337,147.386337,141.333466,162.2724,121.292824,275.311279,3129.266113,69.740662,420.474274
20/01/14,21205.05078,158.764847,342.812866,610.725098,402.564056,773.497498,301.761841,2173.878662,368.884766,581.698975,199.30928,616.926514,852.930603,147.718307,147.007416,164.207672,124.197472,275.847473,3118.225342,69.029022,419.547577
21/01/14,21251.11914,160.218658,351.000122,617.626038,400.040771,774.683289,298.09671,2120.326904,378.78183,573.358704,198.584946,610.106689,844.777222,149.140945,145.200424,162.175644,126.680466,275.944946,3139.128906,68.450882,426.404907
22/01/14,21337.66992,160.218658,359.004425,613.625366,403.814087,777.04541,302.739197,2114.470703,379.421814,589.693848,197.619781,614.552368,838.926025,150.373917,141.59549,155.644089,127.055283,275.360016,3151.789063,68.361931,423.902954
23/01/14,21373.66016,160.068939,355.985657,630.878967,400.966736,782.346558,307.52829,2095.689697,377.156555,600.896484,198.555069,614.668701,838.782166,150.753296,140.366745,156.514954,124.619118,276.383667,3146.195068,68.450882,421.586212
24/01/14,21133.56055,160.068939,344.367981,614.297852,401.406586,775.385315,306.208832,2090.111328,364.8479,594.875732,195.687653,614.505798,828.134888,144.920456,137.385208,158.353485,122.792,273.995148,3103.406494,67.38343,415.516571
27/01/14,20707.44922,154.031509,323.602539,598.449585,390.202362,769.929016,300.100311,2077.212646,342.493927,589.693848,195.838882,608.174683,814.08252,132.827942,131.404083,157.627747,119.793625,269.315613,3009.781738,64.581268,403.099304
28/01/14,20683.50977,154.031509,334.900055,601.166687,391.591339,758.460266,299.36734,2061.379639,350.814423,575.332764,197.468582,607.755859,829.28595,134.060883,134.620529,162.852982,119.325134,273.605225,3001.587158,65.204033,402.404297
29/01/14,20647.30078,154.031509,327.490356,606.541382,387.401367,766.84491,294.82254,2057.886963,350.189423,583.031494,196.171158,611.666138,832.691162,133.823792,139.237366,165.465607,119.887337,277.699799,2976.561279,64.937172,398.280609
30/01/14,20498.25,146.593414,317.016113,598.632751,382.28537,764.184875,301.419769,2065.663574,355.689362,585.597717,195.899521,603.752258,832.547302,127.801216,139.282547,164.497971,120.871162,272.386566,2976.070801,64.047546,400.411957
31/01/14,20513.84961,146.593414,325.797974,601.807922,384.669739,763.090698,308.016998,2082.70752,344.512329,580.514587,196.230911,605.102356,847.031372,130.219727,140.375763,166.433228,121.292824,273.410217,3029.752686,65.782181,403.608887
03/02/14,20209.25977,143.917618,314.134583,598.449585,380.24823,748.497498,299.025208,2045.872437,331.464233,587.571716,193.454941,610.781677,846.359924,127.232162,139.598755,162.901382,117.357475,269.120667,3026.808838,64.670319,408.427582
04/02/14,20211.92969,146.443695,313.905884,600.098511,380.572327,735.697815,309.287567,2007.267578,340.622772,581.156067,196.171158,613.202393,838.494446,127.421867,138.659119,164.836624,117.357475,268.340759,3160.670654,64.670319,407.037567
05/02/14,20261.0293,146.93634,328.633789,601.074951,377.863892,738.772156,307.332855,2040.656372,350.371521,576.665283,192.518738,614.738525,832.259521,130.836212,140.8004,167.400864,116.279938,268.048279,3130.002197,64.848129,412.31955
06/02/14,20310.74023,145.308655,330.554871,595.212097,377.724976,735.03772,308.114777,2025.475586,352.193909,577.306763,195.929398,615.995422,850.388611,128.417709,141.848465,167.158966,117.63858,267.414581,3133.534912,66.938576,403.747955
07/02/14,20376.56055,145.308655,351.686218,599.640442,377.007324,735.708557,308.35907,1996.231201,355.393738,593.493835,195.205078,606.522156,860.939941,130.836212,141.59549,168.997467,117.07637,269.413147,3140.454102,66.716232,412.829224
10/02/14,20334.26953,146.279465,349.902374,607.27417,380.387146,736.079834,300.442352,1949.989014,358.446259,603.462769,196.171158,609.943787,870.963745,134.677353,139.309647,168.949097,117.357475,267.902008,3141.239014,67.072052,414.172943
11/02/14,20363.36914,146.685181,356.900421,605.655457,372.933075,741.711243,298.438812,1956.787842,368.589172,600.699036,196.201004,613.714478,866.40741,133.302139,141.450928,170.54567,116.79528,267.024628,3141.04248,67.472298,413.292603
12/02/14,20448.49023,148.056885,342.44696,616.068665,378.465759,742.494873,301.175415,1959.395996,370.312988,603.117249,193.333603,616.623901,867.798279,132.733078,141.848465,171.706848,117.357475,273.312714,3101.394531,66.89415,413.987579
13/02/14,20193.34961,144.864288,336.043488,602.235779,373.835938,739.782166,295.751068,1987.289917,370.214447,606.719971,191.191422,612.457458,862.138977,135.341263,138.704315,166.433228,117.63858,267.512085,3093.984863,65.070557,407.802368
14/02/14,20366.82031,142.492783,339.428192,606.479919,380.34082,751.983459,298.292206,2017.558838,382.228455,601.044556,193.03212,615.506653,865.831848,137.001022,139.174118,167.594406,116.420479,267.170837,3069.057617,65.693237,410.754425
17/02/14,20464.06055,142.492783,341.669403,609.594543,375.687866,755.417419,298.194458,2019.747803,380.455902,598.083496,193.12265,615.017944,862.378723,135.625793,137.927307,166.965439,115.483498,267.804596,3036.377197,68.85112,407.380707
18/02/14,20634.21094,144.806335,346.700653,621.931641,376.289703,759.079163,295.360107,2017.465942,385.478058,601.093933,191.583466,610.083496,877.24646,135.246429,136.761795,165.513977,112.672539,268.633179,3056.054199,70.541336,430.668915
19/02/14,20722.9707,145.733688,342.172516,628.985413,376.197144,774.332458,295.995392,2047.548584,385.478058,615.208252,191.100891,613.784302,876.287354,135.815475,138.360992,165.078552,111.78241,272.532837,3044.915283,69.117973,444.25766
20/02/14,20536.64063,145.733688,335.997772,630.329407,372.863678,766.030579,290.131226,2042.333618,389.353729,611.30957,188.203598,610.921326,865.496155,136.242279,139.029572,164.739868,114.171715,268.92572,3055.710693,69.740662,433.948944
21/02/14,20700.75,145.733688,342.035309,642.238525,375.618408,773.868713,281.676971,2053.97583,389.909058,606.325012,191.644119,608.919556,858.110291,135.151581,139.056686,167.449234,114.546516,269.998108,3059.734375,70.007614,437.557007
24/02/14,20811.43945,145.733688,337.73584,660.560303,376.127716,773.673279,276.496918,2028.688477,390.549042,612.29657,193.061996,610.292969,854.848938,135.53096,137.737564,167.06221,111.735558,272.874084,3050.312988,73.521309,439.993591
25/02/14,20852.4707,145.733688,330.143158,664.559875,375.201721,780.263306,280.846252,2038.095459,392.518707,610.569214,194.299683,610.641907,856.191833,134.345413,140.520325,166.529999,110.798569,277.797272,3043.051025,72.009018,448.099976
26/02/14,20986.99023,145.733688,319.486053,669.690002,375.271179,784.626343,281.628052,2032.60022,394.341034,618.662781,198.313339,611.503296,856.191833,132.827942,138.740433,166.626755,108.690353,279.503326,3032.942383,70.674713,463.234985
28/02/14,21120.11914,146.989456,314.729187,676.866516,370.039429,787.998413,280.992767,2116.79541,410.687531,634.356445,197.679535,611.154053,851.012085,133.53923,138.776596,167.352493,109.346237,279.210846,3031.372314,70.140984,474.012268
03/03/14,20946.65039,146.989456,315.964111,669.842957,372.007111,782.398682,280.015442,2087.038574,404.385437,616.935547,198.374008,613.225647,832.691162,131.832077,138.026672,167.06221,108.409248,280.770721,3016.455078,69.562752,459.767548
04/03/14,21209.73047,146.989456,321.772949,682.118591,377.14621,783.811096,281.090576,2088.993896,410.951263,612.44458,200.124146,612.108337,828.806335,132.780502,139.128952,168.562027,112.672539,280.965729,3045.259277,71.208443,463.141357
05/03/14,21276.85938,151.998123,325.432098,686.027466,373.581299,786.987793,276.39917,2095.700195,403.548401,614.171875,200.938995,611.898926,854.369385,137.285553,139.62587,166.14296,115.155556,281.696899,3019.938965,68.895645,462.251007
06/03/14,21513.86914,151.998123,333.161987,697.447388,380.572327,791.195679,279.331299,2087.317871,406.024658,612.93811,202.025482,616.670349,845.688538,144.161682,144.929398,167.836319,115.624054,283.061737,3056.005127,69.829704,475.605438
07/03/14,21919.78906,151.998123,338.69635,731.37384,402.33255,771.651001,294.578186,2072.369385,402.760132,604.203003,203.745758,621.90741,837.343323,158.388168,146.709244,166.529999,116.092552,277.846008,3024.011963,70.407852,481.368988
10/03/14,21934.83008,163.382248,333.207672,755.710571,410.110657,757.584106,298.047852,1996.370483,389.860321,588.262695,202.538849,615.623047,839.549561,162.79837,151.289963,167.255722,113.422142,274.238922,2996.042236,70.22995,484.414703
11/03/14,21826.41992,161.817368,314.820679,751.008179,405.087311,757.584106,295.995392,2002.471191,392.026031,572.815796,201.452362,617.624817,834.801453,169.200302,149.844391,168.997467,109.86158,274.385132,3021.361816,73.120979,484.039825
12/03/14,21856.2207,161.817368,310.658417,744.198975,403.327942,757.202026,293.014435,2029.201416,382.818695,596.158875,205.647079,614.133484,830.868652,169.911606,153.340912,167.06221,111.17337,272.289093,3011.057373,74.055038,482.915283
13/03/14,21774.60938,161.817368,308.097015,748.381836,407.008667,692.55658,294.089539,2005.637451,382.08017,566.153442,207.246948,611.666138,827.703308,159.810806,152.645218,166.094559,110.798569,272.727814,2997.563232,73.966087,495.660522
14/03/14,21809.80078,161.817368,312.625183,766.765015,410.249542,699.146545,288.420807,1994.181885,391.443787,574.197693,209.449783,610.130005,827.703308,165.975616,151.777863,168.078232,109.580482,273.605225,2998.201172,73.966087,511.264038
18/03/14,21832.60938,164.063278,311.664673,757.787354,414.532104,690.854492,288.616272,1976.858643,375.580994,571.532715,214.822464,613.691223,820.70105,164.695236,156.06041,171.271423,110.564331,273.312714,2991.331787,74.633179,528.788879
19/03/14,21832.85938,164.927841,325.935211,761.360046,417.68045,674.827942,292.525696,1900.859619,378.683319,577.405457,217.025299,616.740234,820.221436,164.932343,162.052368,172.190674,113.375282,272.679047,2999.035156,73.236748,545.845154
20/03/14,21740.08984,162.087845,320.172119,745.236877,419.324036,681.314697,288.665161,1963.214233,374.301056,582.636658,214.822464,630.030884,819.166321,158.625275,158.749344,173.303452,113.187889,274.482574,3012.480469,71.946243,525.227783
21/03/14,21753.75,164.469009,331.606842,742.97699,410.087524,681.778564,285.733063,1979.466675,383.212799,572.865234,215.878159,620.860229,821.804077,162.418991,160.517166,173.787262,113.750076,283.159241,3003.059082,73.467209,512.529358
22/03/14,21753.75,164.469009,331.606842,742.97699,410.087524,681.778564,285.733063,1979.466675,383.212799,572.865234,215.878159,620.860229,821.804077,162.418991,160.517166,173.787262,113.750076,283.159241,3003.059082,73.467209,512.529358
24/03/14,22055.48047,164.469009,332.018494,751.374695,418.814728,675.343628,287.394562,2004.613403,385.133698,573.062561,217.688965,628.634338,810.677307,162.845795,166.323013,173.255066,113.515839,278.089722,3029.016846,74.06636,522.744141
25/03/14,22055.21094,168.183212,335.448883,762.429138,406.800354,670.712402,288.469666,1998.419434,384.739563,571.779419,219.017181,625.329041,806.888428,168.394135,169.505066,170.352173,111.17337,282.086823,3033.628906,74.988167,517.355591
26/03/14,22095.30078,168.183212,342.401184,778.795959,412.147797,669.278442,291.98822,1954.319946,395.128326,559.046997,216.693024,634.569458,799.838135,166.117889,168.788651,171.610077,113.234734,293.200684,3064.788574,75.218613,525.227783
27/03/14,22214.36914,168.183212,342.904297,783.774048,417.68045,665.947571,303.667725,1951.059937,390.795868,553.470215,217.267044,633.033447,784.586731,165.501404,167.411606,171.997147,113.000481,297.3927,3080.147217,76.186508,540.222168
28/03/14,22339.9707,168.183212,348.438751,786.797058,423.236267,671.981384,310.313843,1961.025513,390.401733,556.18457,216.693024,637.618713,794.514587,167.018906,169.142212,173.013184,116.279938,295.930359,3091.825684,79.643242,554.46698
31/03/14,22386.26953,185.305359,360.285095,777.238525,430.343018,676.33374,311.682129,1982.167603,396.46994,565.906738,213.041534,639.364319,808.950684,167.540527,173.050003,173.738861,120.262138,297.733948,3140.797363,78.168365,558.543579
01/04/14,22446.43945,185.305359,367.10022,779.498657,435.736786,682.882446,308.407928,2023.333252,401.097992,565.906738,212.709259,638.751282,807.703735,166.023056,170.035431,181.576721,122.370354,298.270142,3130.93457,77.523109,548.469116
02/04/14,22551.49023,185.305359,369.066986,793.911377,443.051941,684.862671,318.719147,2022.588257,411.598206,567.930176,207.790192,635.35498,806.504761,167.398285,167.681458,176.6418,121.339653,300.951172,3127.744873,78.260544,543.549011
03/04/14,22509.07031,183.088409,364.584564,787.834961,440.73703,688.657959,314.565369,2017.978149,404.975616,571.236633,209.057739,657.642822,810.29364,162.940643,167.495361,178.044876,122.042404,307.092987,3136.920898,77.707466,545.61084
04/04/14,22359.5,183.948135,367.649048,779.956665,437.148926,683.89325,314.565369,1992.692017,403.18811,564.475586,208.303543,655.826721,822.763367,167.161163,166.127625,174.125931,121.854996,305.825653,3126.322021,76.831764,547.063416
07/04/14,22343.44922,183.948135,371.353943,783.712585,437.079437,678.890808,310.509277,2002.796997,397.097961,579.626282,208.57518,655.09552,822.763367,162.229309,165.42981,177.561035,123.166779,309.72522,3140.944824,76.463043,533.56842
09/04/14,22702.33984,191.676041,383.154541,793.544922,444.973267,671.021851,312.952698,1988.361084,414.577087,619.649902,209.752213,657.12384,818.111206,167.540527,167.858215,176.69017,124.900208,311.431244,3147.863281,77.246567,527.89856
10/04/14,22715.33008,195.791153,381.279266,802.920166,448.5383,661.430176,312.415131,1980.584351,424.227356,608.200378,207.42804,664.152222,839.357666,169.295135,170.323853,175.383881,123.494728,316.354462,3130.443604,80.426765,531.225525
11/04/14,22628.96094,192.646851,384.298004,791.987671,441.153717,667.464111,314.614227,2015.183716,416.792603,619.600525,207.548447,669.600403,839.357666,167.256012,170.965851,173.884018,124.197472,318.840485,3123.819336,79.504974,535.348938
15/04/14,22484.92969,192.646851,373.595123,792.568359,439.139709,672.537537,317.301971,2097.00415,406.059448,608.299133,205.828171,658.656921,844.681274,157.392319,173.068604,173.013184,122.276649,314.30719,3150.267822,77.984009,532.631226
16/04/14,22277.23047,189.309387,378.489166,769.818298,435.690521,651.075378,315.982513,2044.335571,409.259308,606.621155,208.786133,652.52478,843.338501,149.899689,172.380112,173.20668,120.964882,313.381073,3337.566406,75.172531,524.149902
17/04/14,22628.83984,194.916916,383.108795,776.109009,443.885315,657.985474,317.741791,2065.244873,426.626953,616.195251,213.192734,663.043762,843.338501,151.369781,174.008362,173.400208,123.307335,318.353058,3337.812012,77.154388,523.025391
21/04/14,22764.83008,194.916916,387.179565,807.469482,444.209381,656.200928,327.271118,2068.084717,425.359985,613.480896,213.071396,670.355042,857.438782,149.757431,171.914886,172.626099,123.86953,323.276276,3386.93042,76.923935,522.884888
22/04/14,22758.36914,194.916916,385.167053,820.814026,448.329926,649.73468,327.710907,2067.898926,422.504486,611.30957,211.683441,680.54364,874.608704,148.951279,173.543152,173.787262,123.026245,328.540771,3401.896484,77.246567,535.348938
23/04/14,22876.53906,199.432922,390.24408,841.151245,447.635468,654.448364,331.424896,2062.91626,418.95932,617.971802,213.283279,694.435303,874.608704,144.58847,170.816971,172.626099,121.011703,328.784424,3416.568359,77.200485,539.753601
24/04/14,22876.53906,199.432922,390.24408,841.151245,447.635468,654.448364,331.424896,2062.91626,418.95932,617.971802,213.283279,694.435303,874.608704,144.58847,170.816971,172.626099,121.011703,328.784424,3416.568359,77.200485,539.753601
