Position,index,in,in,in,in,in,in,in,in,in,in,out,out,out,out,out,out,out,out,out,out
Symbols,^NSEI,SBIN.NS,TATASTEEL.NS,LT.NS,RELIANCE.NS,INFY.NS,BHARTIARTL.NS,TCS.NS,TATAMOTORS.NS,SUNPHARMA.NS,ITC.NS,COLPAL.NS,BRITANNIA.NS,DLF.NS,HAVELLS.NS,DABUR.NS,HINDZINC.NS,PIDILITIND.NS,PGHH.NS,TATAPOWER.NS,CUMMINSIND.NS
Historical time period considered in M,,,,,,,,,,,,,,,,,,,,,
22,0.11245807250918219,0.3464458449472926,0.31277753163728145,0.23572370676422705,0.22083283913711857,0.2268045895389397,0.2829844456837061,0.21380634712692187,0.3304525311212568,0.2866601236297189,0.2520726909184495,0.19125339527252608,0.22796580264935984,0.4566299259932494,0.289962623338594,0.2138015639401603,0.3293312864576776,0.2190753110025016,0.18215739605554526,0.2436187852734165,0.257471620859192
23,0.12158900449944586,0.3571335959494166,0.33051642873023523,0.24993482833130581,0.22523455855186875,0.23009230749629925,0.28184838422471364,0.2179673033359524,0.34840990894341295,0.28911179626780853,0.2616786043639705,0.19085194693895022,0.23395478898639566,0.47267728230025546,0.2972561896305859,0.21895867421989432,0.33024011223546834,0.22572820755213246,0.1858260248591175,0.24949530442083045,0.2643034590972505
24,0.12466463407529396,0.3620044051235315,0.33863674408339256,0.25452937087719874,0.23201900433548167,0.23186775904778836,0.2823080700969204,0.21699753524322973,0.355472318743231,0.2882809541657978,0.259078818821391,0.1948136349223645,0.23527600550189984,0.4746023452685201,0.2992048981803983,0.22329166454058,0.3339436943485207,0.22577946422390918,0.1898531176148815,0.2552498439709502,0.2629952727172092
25,0.12456212381387496,0.35633631967765916,0.3389483361788037,0.2507788341333584,0.23239239854497304,0.23085296316881415,0.28024522046760797,0.21454994925177026,0.35128203630544785,0.2892090172505031,0.2607894228181107,0.19367684200127816,0.23680553949144792,0.47024272511232307,0.3028387681865266,0.222607635808617,0.3313778374217099,0.22293541167881623,0.18721990753470968,0.25393473850004344,0.25955849353041277
26,0.12436152438853987,0.35404263770540356,0.33966541248135895,0.2487057813799002,0.23338818264983469,0.23229959401234662,0.27859166218769077,0.21363676999357634,0.35212773528181945,0.2929514094872197,0.2602614181645292,0.19256348848073174,0.2380589759341464,0.4706172921136473,0.308851361759629,0.22193144325316935,0.33272437054948695,0.22346994322012614,0.19012074687002972,0.25121743251568673,0.2586789515352513
27,0.12384178909756165,0.3502176221123293,0.34114364997505403,0.24999355755975,0.2341528594281327,0.23267269952618105,0.2783799462243543,0.21391964698080754,0.35658843316274663,0.29058290882166543,0.26082398536236334,0.19440145528559083,0.23741736159790122,0.46661237176919906,0.3061102951757228,0.22073149738795614,0.3335404414576871,0.22075421321001076,0.18861464391844174,0.2490539628193448,0.2564490772908065
28,0.12621393081429044,0.3488012196170956,0.349876525954247,0.25287521524953177,0.2349562838358648,0.23323514468741066,0.2780482206562575,0.21224358930494605,0.3605153256079338,0.29005108567985244,0.2583783929608014,0.1978891492867245,0.24013885655772246,0.4688502902172374,0.30366723238332727,0.22132835986186558,0.33669124172288034,0.21905830300784163,0.18963622858603124,0.25617295200073903,0.2569309225271366
29,0.13390953044557408,0.3561303855214291,0.36698605492488023,0.25536289612602153,0.24415705944938373,0.23739287816222712,0.2819575896847552,0.2129106193292653,0.3655940606647344,0.2914535282716574,0.25790061479516446,0.19743246253666086,0.2446356487399344,0.5043955429949062,0.30551106244987575,0.23121746775489393,0.3449286499816949,0.22457481048857508,0.18885221594694357,0.2634238593209618,0.2802135414787585
30,0.13383514862644835,0.353952936146056,0.36527897681439775,0.2532427748597095,0.2430333514940411,0.24539658618978535,0.28089215867287143,0.2118645253420805,0.36511538403332233,0.30732337988112934,0.2569861624275551,0.19655171600507781,0.2425809576139271,0.5043420076660952,0.30601119428196055,0.2304410471659998,0.34189701321396404,0.22581994202870395,0.18852850812263147,0.26289126007673513,0.28047828990863916
31,0.1345281426613395,0.3516447433036327,0.36279415077451177,0.25221045947952525,0.2445219902580795,0.24431580852957968,0.27838571955941444,0.2104753446366218,0.36274064486219343,0.3056498389116926,0.25540358983339184,0.19663883990260358,0.2472650509994927,0.5014756114437128,0.30327725290352553,0.23024146777212717,0.3374233483122344,0.22522237287925806,0.18959191041214066,0.26731938820149775,0.2783693283960995
32,0.13626932899512537,0.35083264607636355,0.36473412773843467,0.2535434181545821,0.24528251934637305,0.2437703576153905,0.27829455698966177,0.21014923229871543,0.3630873707344007,0.30916375435829935,0.2548786823225304,0.19686646995977883,0.2541454045314826,0.4977179883469655,0.3011670570601381,0.22904065554138323,0.336761498398433,0.2264565318699389,0.18873143406857482,0.2687623855943769,0.279318586018267
33,0.13677458385680552,0.3483583267865681,0.36367149509265445,0.2530658959271348,0.24733100233968255,0.24502264866386944,0.28007843153164513,0.2105881724581447,0.3599252036182339,0.31806801003956814,0.2548151036588929,0.20073438648977143,0.2589117214134124,0.49683720562587597,0.3015637387615296,0.23137831644384416,0.33656617238840153,0.22800592056403982,0.19059065720126903,0.2673048219604509,0.27724652982444487
34,0.13739006026927816,0.3461846957104274,0.36118187121029194,0.2531993958500093,0.24741763892884716,0.24469085014800712,0.2860858617823878,0.2111437149070415,0.35805469676377183,0.3205034738244266,0.2540944521724452,0.20383388204211286,0.2586619986336305,0.49405294553961454,0.3012113195591333,0.23338694925170497,0.3348941535343835,0.22894802942462003,0.1906630825064434,0.2674066064211598,0.2768880170326543
35,0.13721683928649941,0.34725170310485676,0.3607618532489889,0.25821606858275253,0.2475636152348697,0.2436184528811956,0.2854898177787022,0.21202897000438645,0.3571333732358789,0.32035958196104575,0.26547081484955753,0.20425095047363326,0.2577570336484499,0.4903385957504388,0.3009343703064727,0.23451000653305398,0.3353885053174656,0.2304570452851534,0.19445375825458136,0.2741756833779559,0.2748751503891872
36,0.13880033034953407,0.34727486808110275,0.3598966365610434,0.25912320808175004,0.24936634726204196,0.24473780234235698,0.2878524401144474,0.21236110666234456,0.3580919042464123,0.3182855289018759,0.2679181449600238,0.2040405475566285,0.25734011887217767,0.49144232455205045,0.3019443988949632,0.23730656000744732,0.3333424131918795,0.23493648201856773,0.1938562718548387,0.27624875530197884,0.27467625435808346
37,0.13861577806273923,0.34482706441849237,0.3581305923215426,0.2577018578913756,0.24844346635493644,0.24476918396259828,0.2875792219247557,0.21354097664368804,0.3547213782924324,0.31485237007072103,0.2677831244619319,0.2046625991956053,0.26023297029952025,0.48845063620028006,0.3125650837007324,0.23833008797529753,0.3321713087297246,0.23780110506642083,0.19529193932919564,0.27765512883121507,0.27388571817727986
38,0.13748073490103196,0.34460854323604134,0.35698936860209596,0.2561291323339674,0.247182635103555,0.2435643140692726,0.286279884693994,0.21206083072729742,0.3525583397754954,0.3128743315780149,0.2687053820892312,0.20998326492076425,0.26264877229478445,0.4882263346194188,0.31116088234255806,0.23854759456563143,0.33056528220167475,0.24319343158979584,0.19620271907556053,0.2777829734282203,0.27869208459401124
39,0.1377002886385493,0.34294203861857686,0.35725329610340995,0.2568497504694096,0.24667087848260932,0.24656502329439584,0.2854676404765585,0.21768991856452502,0.3529467003830959,0.3123746828710345,0.2668029815149858,0.20818842258356124,0.26208361215471154,0.5273581529978663,0.3120787080996245,0.23906101401144747,0.33021963167367885,0.24185341814898476,0.19705577191742624,0.2783831821960552,0.27855549386642864
40,0.13729419727965814,0.34140952804402797,0.3561052150920333,0.2568675707933627,0.24624801990183456,0.2459315582173675,0.28377446759473657,0.21856753430834758,0.351514913286928,0.31207315665331703,0.2652670382500996,0.2102594486690008,0.26348697025083334,0.5279338638067169,0.31329025353242906,0.23704423603908056,0.32916591040300747,0.24091014276897318,0.1983926534303609,0.2795615559505151,0.2760013993273882
41,0.1367009955512039,0.33918061078325323,0.3549750375483699,0.25650886440114906,0.2439781853515873,0.245298990384148,0.28216220769808537,0.2173149206680073,0.3517777606979484,0.31095817197773157,0.26397723893145625,0.20953695836585448,0.2668235419703043,0.5248792170194293,0.3192012942195578,0.2380383069014369,0.3268626607564259,0.24182638725490896,0.20093051100433723,0.28104469286604067,0.277782435885406
42,0.13679545864357961,0.3384060712253613,0.3543678058900547,0.26043994542213916,0.24484862673048535,0.24459581149819112,0.2819981297445545,0.21820087092237572,0.3504282702470231,0.3093042573314953,0.2614764810519867,0.21460215730215684,0.2666798643330797,0.5265125681667129,0.3189660263365907,0.23780286103543755,0.33012789008199267,0.24196049821740823,0.20304048546522818,0.28396725830687164,0.2772070504644608
43,0.1365980040010863,0.3363460609271666,0.35494520752516523,0.25967894752598075,0.24528341330182823,0.24459394644699595,0.2808211711721555,0.219364612477848,0.34886651693335335,0.3086889944224668,0.26162341480003326,0.21481447148079905,0.2740005995058861,0.5263512349234624,0.3261872770364891,0.23638580170264825,0.331453493597442,0.2413755381972331,0.205774378438996,0.2854022699974123,0.27633131907813624
44,0.13752890691920702,0.34316479839488007,0.3558631372461703,0.2644035403891307,0.24868989260831476,0.2471186983140357,0.28214097130457616,0.2204371324403749,0.34702516542093453,0.3078580358550312,0.26216687591526716,0.21512856758370247,0.2740566283253121,0.5282100182134544,0.3244978130655902,0.23812601814877743,0.336557885460988,0.2439787595995505,0.20944186910943677,0.29317786832022846,0.27953278001222653
45,0.13695090187085396,0.34181389082247654,0.3544881958046984,0.2647894775754995,0.247283537412702,0.24577655382887112,0.28090275462958053,0.22012720427268742,0.34623668037324035,0.3083504388108433,0.2606897383800071,0.2151933521065536,0.2739196837521716,0.5278780754571746,0.32250799414197656,0.23727725236240724,0.3342326974047545,0.24421165997828362,0.21130050742764514,0.29353150343583045,0.27912876906942957
46,0.13639213127854663,0.3437830179296195,0.35474544338923175,0.26494583480015277,0.2483340550640981,0.24866849401940924,0.2809873461046066,0.22148371314719903,0.344212075286642,0.30841451311305523,0.2589140561541866,0.21376708157482938,0.2721572104905726,0.5279067185806157,0.32291369871659753,0.23681268426152732,0.3335884373368143,0.24377572696542885,0.2097132262089004,0.29371000784205564,0.28045320639538573
47,0.13578871363456793,0.3414340054660806,0.3556331796132352,0.263876947820211,0.24682711527546175,0.24702881880841993,0.28028989046508346,0.22200349588899482,0.3429651774162623,0.30708679433545116,0.2576245746188198,0.21209724978472852,0.27064735153104685,0.5236691813942552,0.3208784408004449,0.23579602047237275,0.3314743420864827,0.24271469968586687,0.20954666888652113,0.29495140438350165,0.28220905344036595
48,0.13585494513619856,0.3395739198055461,0.35691787779405953,0.26436144711693244,0.24579978261096078,0.24624358825338274,0.28018083029085006,0.22591356171519913,0.34366886436970234,0.3051658655370782,0.2557454412670053,0.2104177014349399,0.2684338983948206,0.5223133261635867,0.3208583210594668,0.23676645998622606,0.33012453896296357,0.24169488373383924,0.210376453767217,0.2953544096941268,0.28189528075696857
49,0.13570522216051342,0.3374902054896396,0.35396009449563043,0.26584721188078453,0.2456580997997071,0.2448106748440654,0.27931205175499074,0.22571994496127115,0.3418730466021366,0.3033054273633072,0.2538733555125162,0.20991771065578343,0.26699424647744097,0.5201412290370094,0.318598433669276,0.23553361582404073,0.3296798898658774,0.24100639930865927,0.21079901844841015,0.2980382193258713,0.282566838868137
50,0.13658787347942147,0.33759572692244627,0.353560182310082,0.26738271867625457,0.24485710691484697,0.2433245167920718,0.2788886620081905,0.22527391340856828,0.34239498714005506,0.3024836123895497,0.2539861857010955,0.2087450096069607,0.2673672037631703,0.5176889519370091,0.31637999745190154,0.23633159375516902,0.32928655511874577,0.24161038155686498,0.21015667789002554,0.29688709713407596,0.2822228097258605
51,0.13691569377141793,0.3372732266169038,0.3546308670442313,0.2703555230420251,0.2440412328388603,0.24264997577323086,0.2790274685191342,0.22828731672859387,0.3416311602472867,0.30190643328612243,0.2537452465210999,0.20890044796440788,0.26739320551440854,0.5162952245395349,0.31695636017754797,0.23700570466939533,0.3275651415379709,0.2432840051129503,0.20916464420974015,0.2967693283082035,0.28004107975669135
52,0.14142126532990734,0.34231840033062005,0.35808034626615004,0.27675224002105164,0.24587094040695723,0.24282664946852628,0.28512985930369594,0.22898118737942996,0.3442158088707865,0.3018156649722757,0.25742331159279574,0.2105784397411834,0.2683734333927141,0.523356174976318,0.31684135923001694,0.23793536073768398,0.3295160453169404,0.24405727961853207,0.2096847442037066,0.2999103525694996,0.2785334884942657
53,0.14518878938336088,0.34206563626504427,0.3677609236040827,0.2795831013447701,0.2495385445451605,0.2422142908837928,0.2898409232239801,0.23134348749079528,0.34780047314647977,0.3058169165627594,0.259841523888517,0.21250394625666028,0.2707602758853483,0.5286351639350091,0.3176833959158376,0.24319908807474128,0.34078603236524757,0.24508933781732092,0.21108734812720517,0.31461030838799897,0.27872706210395626
54,0.14547190355997572,0.3412629472252723,0.36749885277686895,0.28193311991223285,0.24977274076436126,0.24596673468805774,0.2922145821386739,0.23245717193676482,0.34669025148406757,0.3049968530982775,0.2607852556386354,0.21572108994463446,0.269584133716172,0.5289618346531555,0.3264612472495621,0.24427360013402533,0.33980585417078435,0.24656866664250945,0.21097111790736786,0.3145119944997638,0.27919301474172187
55,0.1465539133472227,0.33959077335972276,0.36789531289592436,0.2819860040064653,0.2509091568610549,0.24609168669716877,0.2949756833788402,0.23327151806867322,0.3466749880948477,0.3045713235170483,0.259488940592459,0.21802097616689725,0.2692957077890481,0.5284250026981365,0.32737524884596586,0.24405214310731307,0.33989918149978704,0.24575188209937285,0.21280294322661253,0.3162405344851317,0.27753995193504577
56,0.14723066992481287,0.3525203746541641,0.36779477784237163,0.28419427818729914,0.25283749683586515,0.246180751859432,0.29597261299824207,0.23302227040790852,0.3466413234408365,0.3065123685364434,0.26035851548106465,0.21843637410209268,0.2772456631740766,0.5274800997618895,0.326097113138688,0.2453030793046901,0.3389830048605596,0.24681168564532865,0.21439077178334792,0.3145670954825595,0.2762864763190872
57,0.1475659921323006,0.35152082276552593,0.36608103983027246,0.2850444031355655,0.25344461191033657,0.2703915956512599,0.2971590258247059,0.23380660295285174,0.34632032795099776,0.3063190970978257,0.2601883116554293,0.21945847208553473,0.27642514242687194,0.5248753919216712,0.3249184576308458,0.24496950493842842,0.3385512075662408,0.24577016314152209,0.215259350018439,0.3126689009265344,0.2760285914743153
58,0.14730915224895488,0.35018507244884445,0.36506323117658984,0.28557007531442014,0.25278898844934083,0.2688911932838033,0.29889062393957744,0.23278092769589326,0.345929010393209,0.30434689091007056,0.25880829392648147,0.2202245670113858,0.2752815248038004,0.5253480169933894,0.32410712853916207,0.24567260596714205,0.3376888617032624,0.2462208918694228,0.21407137309363355,0.3121872271035475,0.2748977089476935
59,0.1468861259560509,0.3493263408437403,0.36434002415976846,0.28545749960666594,0.2526666617758965,0.26747801502856794,0.29987627974368136,0.23203611359728224,0.3451550491778935,0.30319902184684344,0.2572061509523127,0.2197847203402318,0.27439883143648547,0.5241451110402661,0.32323462685606796,0.2446868399813579,0.3366740188078032,0.2472543477179307,0.2128846967137426,0.3111266957709237,0.27461401381206113
60,0.14593749860906094,0.34695570010062016,0.3620186886699794,0.2840669003658625,0.2518220406777283,0.2747908542193847,0.30022575891334985,0.23144719742269285,0.346223895823222,0.30139454404401766,0.25638251630546505,0.22031951734721505,0.2732138259141468,0.5218961531269998,0.3219726001793992,0.24337677584515383,0.3351181194211784,0.2490497182174663,0.21196551325676652,0.3097521466202759,0.27409757195743345
