Position,in,in,in,in,in,in,in,in,in,in,index,out,out,out,out,out,out,out,out,out,out
Symbols,BHARTIARTL.NS,INFY.NS,ITC.NS,LT.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAMOTORS.NS,TATASTEEL.NS,TCS.NS,^NSEI,BRITANNIA.NS,COLPAL.NS,CUMMINSIND.NS,DABUR.NS,DLF.NS,HAVELLS.NS,HINDZINC.NS,PGHH.NS,PIDILITIND.NS,TATAPOWER.NS
Historical time period considered in M,,,,,,,,,,,,,,,,,,,,,
32,33.304837978185134,56.17438564756253,14.983902288539298,71.16228560606402,50.028737896202415,25.775280391493,40.9662367187326,37.37659843668993,60.710050210314876,120.83998401767917,266.32884844777254,267.10820960171986,45.411812566063645,56.990886245216586,17.459190655671833,32.119045807817,39.11071079199135,24.492054278549475,367.48709001284215,44.41457384053831,5.674730751228211
33,33.56080115289052,56.527762965514455,14.979359731328842,70.9992652801169,50.53988308321965,25.56413793899229,42.360407644041175,37.00010743611,60.50556747211965,121.1575224530153,267.7100980291966,273.202244985712,46.54989763130578,56.48444134339866,17.67982302917892,32.05559711738938,39.17176627154038,24.475467314162273,372.1452331353785,44.79156361183186,5.637646318021275
34,34.423369164727944,56.43412489889624,14.927874936387582,71.04483890176232,50.56150603941285,25.37870150580234,42.742033131148446,36.77745920297613,60.02657207248757,121.55947200328433,269.3933471750561,272.88281198433356,47.46290767903474,56.39683366926869,17.869502909835887,31.85503342298776,39.11752329738661,24.333496344094016,372.3267518215921,45.02086546000157,5.640235663274044
35,34.337747813171404,56.13152719614891,15.741501693010306,72.75832204146764,50.597940061916574,25.46972428772642,42.71948251514462,36.667808787126205,59.94577368824707,122.20011186563318,268.91953490881133,271.7253604651746,47.58583033659971,55.90506520394979,17.97559624909516,31.587484504234368,39.074898385883046,24.375468746566767,381.83370388304274,45.38826101914714,5.812548040727446
36,34.67718698713131,56.44737502838956,15.916769879863324,73.06834982967939,51.047976707323414,25.47170053262161,42.39448673287407,36.78188763244188,59.77934365252784,122.44051438268457,273.25303081138236,271.19219723287824,47.52381625096763,55.85648205659152,18.239906089419605,31.666985635336346,39.23035921421945,24.201763787758694,380.33438945977014,46.47966142950111,5.865362466592309
37,34.637926779926715,56.45623114610021,15.90709811701187,72.58260845945568,50.817565406835456,25.26290222909691,41.856724817295884,36.38079698859261,59.439678767724416,123.29469738069474,272.74772311481047,274.8925873814185,47.70717125825479,55.663399747958294,18.33668622202751,31.451499170208223,40.86646559508705,24.102361181010664,383.9375250553817,47.17823539023442,5.901202952511213
38,34.45124227611893,56.11625280741521,15.973166005524746,72.04529832381309,50.50285420333944,25.24426509315839,41.54700477349357,36.12347102193732,59.22021872338445,122.22317184754331,269.64139333064304,277.9843963546314,49.27690506574271,56.83773944529071,18.357255641569154,31.4353435628973,40.65000627788095,23.96606591865155,386.22424407815106,48.49448802906551,5.904461429305787
39,34.33456222237061,56.96313253597816,15.83689611670998,72.29147082081704,50.375141337676496,25.102148134152685,41.46878358992265,36.16966802260595,59.27097032587966,126.30064942044271,270.2420626958942,277.26095703711235,48.747098991088535,56.80435239642702,18.405813434530472,34.25448612168145,40.79148537548551,23.93673586698725,388.3666602376961,48.16724240129196,5.919760409294273
40,34.0913866856547,56.784304962878934,15.726911708292135,72.29755893390865,50.26962449963992,24.97148178730302,41.42158160003294,35.99936086241573,59.05021162078762,126.93693623634704,269.1311253885933,279.0574880624872,49.35845468787858,56.18020007577536,18.21510568156623,34.29596484894114,40.97826808745032,23.847330520206327,391.7254182478446,47.93694424483476,5.949801177730688
41,33.85989685770767,56.605755640258394,15.634578032011433,72.17501519784105,49.70339637900679,24.78147898420758,41.24705532307166,36.03062389232221,58.832921150012396,126.0288162557838,267.508893267297,283.33081623973544,49.145136804748404,56.615407948590814,18.309094368217643,34.07588332010543,41.890014975392745,23.651947340090416,398.1055288148459,48.16064219111769,5.987620173303895
42,33.83634196284663,56.407304970458426,15.455620728918788,73.51846387964014,49.92050107032054,24.715465350125484,40.98822223310904,35.870125076140056,58.71618401832353,126.67108018972215,267.7671757064263,283.1467441448126,50.64160072315053,56.47479373011981,18.286831146258308,34.1935634124946,41.8537121519351,23.928951378750497,403.4139086119958,48.19338884466532,6.06217190339877
43,33.667398255236805,56.4067786582753,15.466133059364907,73.25830958591604,50.02896090892341,24.539921006856147,40.89195088127539,35.68441044516118,58.82718630965692,127.5149644102122,267.2273122552406,292.5319836030692,50.70437443912874,56.26080770968366,18.15286331766694,34.18193965547894,42.968495388051196,24.041440541527265,410.2971989009966,48.05056309035456,6.098791177950115
44,33.856848141329635,57.11945572320673,15.505017465842045,74.87408837739889,50.8790849832032,25.121143191024885,40.76194273995122,35.4654883490974,59.00366704065905,128.29293608760133,269.77317743276035,292.6038617972474,50.797248340294914,57.043249313397496,18.317388456972424,34.31586115109421,42.707589665825594,24.47476360192219,419.54009761993984,48.686319528710385,6.297363641285401
45,33.67910785135106,56.74055093501886,15.399338660284783,75.00614222349918,50.528036852788546,25.005956714530228,40.838980072605665,35.371757338209875,58.73932776339703,128.06810091721604,268.19222922675135,292.4281797720141,50.81640525710242,56.9444841646274,18.237135235050417,34.291945421780326,42.400372946750394,24.27734003943128,424.2281402758731,48.74321643179991,6.306400686400323
46,33.6912493598019,57.557121574221696,15.272342136118112,75.0596448521548,50.790252258727435,25.17386220782616,40.84900501518564,35.13112057976318,58.788781992567095,129.05230907539533,266.6645148904486,290.1675470958198,50.39473534753324,57.26828416522329,18.193215787661458,34.29400909555483,42.4630049575631,24.222647967243958,420.2243815923757,48.636721652729705,6.31096250885874
47,33.59114808670296,57.09407808363011,15.180146997698955,74.69392322352883,50.41412993123231,24.973568623555224,40.64129163365499,34.98294642469514,58.959453911467165,129.42952956573208,265.0154283471543,288.23151052491994,49.901275834061266,57.697670292147905,18.09711904367977,33.98870212946427,42.14883879778205,24.0432098672577,419.8043657756866,48.377565176704024,6.342690954586761
48,33.57549648344826,56.87238811146955,15.045836279672741,74.85968616723301,50.157785587627075,24.8150028144383,40.34084520835569,35.066565950459534,59.20647172698111,132.26882791187631,265.19639762115185,285.39426185330876,49.40518545406616,57.6209287752809,18.188846089970554,33.8910147162988,42.145733498480325,23.928667030159687,421.89708006418505,48.12853318246448,6.352992570554658
49,33.45082567656911,56.46794026465494,14.912080891146829,75.36811126432747,50.12243685697348,24.637414313786024,40.04994085063569,34.85318117624425,58.6378077957134,132.12816483105973,264.78731088494897,283.54952025468356,49.25754963156237,57.78518134069566,18.07231989472926,33.734518173409214,41.79699335312446,23.89093879237825,422.9629829109713,47.960442745715625,6.421612617858077
50,33.39007557141926,56.048600125672635,14.920140827526112,75.89371004285607,49.92261639747164,24.646406530568157,39.92146471110857,34.9151953000686,58.5609341201685,131.80414849474528,267.1996163331846,284.02737212693955,48.91136348298858,57.70103485484901,18.147739426277482,33.5578353952388,41.4547529552691,23.857566295248688,421.3427563126479,48.10790092606021,6.392177044342819
51,33.409991736522414,55.85831519758881,14.902929755207865,76.911724413711,49.719120206719026,24.618924384586407,39.83124248132194,34.82444281977163,58.766755246611524,133.99393431029068,268.0959498699872,284.06068815603317,48.957242591421675,57.16751895584042,18.21146301109816,33.457419864536234,41.5436591093092,23.711532302728244,418.84107356994946,48.51661062946698,6.389165850644755
52,34.28604414334515,55.90815123586316,15.165759297917376,79.10412403369605,50.17553930747533,25.04897213762544,39.81705466873723,35.1315642887993,59.43001579130643,134.49839535784247,280.43612460562144,285.3167731008516,49.45265240400846,56.798973669647864,18.299359863499518,33.9661504790306,41.525919215989006,23.87703719785057,420.15255564823747,48.70550141558357,6.469496453283426
53,34.962976071204906,55.73542591412024,15.33866886683522,80.07517131434543,51.090973464563604,25.027420690279058,40.44266459135622,35.55766088576232,61.29261277781421,136.21650265781113,290.7835336446001,288.376290591252,50.02143870577606,56.84628917220084,18.797390778299658,34.34649190122636,41.655817090137816,24.83390024418142,423.6903589385761,48.957657228329765,6.845941267560114
54,35.304244563502266,56.79423464692849,15.406171314568496,80.88164379301435,51.14945358551216,24.958985081063375,40.31441455302769,35.42567451610873,61.24216574051303,137.02683691613254,291.56210802477335,286.86851020461245,50.97247143109581,56.96018929605907,18.899129806176106,34.37002772397774,43.01081022731822,24.750628579752345,423.39713486689107,49.31919239588353,6.843420963699561
55,35.70138016664143,56.82950697162386,15.313452847502191,80.89979616515421,51.433264776266185,24.816439367335747,40.24787191825857,35.42386007315602,61.31848238518231,137.61950775205617,294.53894048766006,286.49880692380384,51.65287760779461,56.55614733133575,18.87815937826231,34.33135028423651,43.15198892522332,24.7585568542019,428.0195920296155,49.11956270450003,6.887737540775806
56,35.84481345171824,56.85464950028256,15.37564623398265,81.65792879951152,51.91500973288271,25.919332616129452,40.551438667854285,35.41985818160251,61.29912960409925,137.43809596013023,296.4018474380223,296.6962014253836,51.775816485806104,56.249851225104806,18.99662786978051,34.26327213083346,42.95456985200005,24.680730226797337,432.0283163426616,49.37859541340134,6.844833488495858
57,36.01553776899746,63.70653053294819,15.36347213478966,81.94986477899727,52.066721952427315,25.834014999271446,40.52120840859692,35.38170053892506,60.969267284154796,138.00899968261444,297.32517341128096,295.64304242291337,52.078370447430075,56.18684361673422,18.965033861356176,34.07560772801543,42.772544950885646,24.644053153691587,434.22194524287033,49.124030366572015,6.7961791127145545
58,36.26477036656243,63.280951843044306,15.26477946280724,82.13040340446855,51.902888786763015,25.720015155924457,40.212777717685924,35.33518535626547,60.7733839839247,137.26244817740462,296.6179354630867,294.17543752329584,52.30519939489466,55.9105755584294,19.031629776641836,34.10965958235656,42.64726392802825,24.570810647732557,431.2217979443258,49.23418863388537,6.783834936315927
59,36.40666751521735,62.880223179924656,15.150235784631121,82.09173868363314,51.872323177051896,25.646735250386968,40.03330535446838,35.24319202597212,60.63421025862931,136.72044221549902,295.4533252707233,293.0428827926021,52.17496179302623,55.84127928746335,18.93826349731239,34.0229921414782,42.512551673569845,24.484625517956744,428.22594715088053,49.48680686760815,6.756658938782696
60,36.45698442004226,64.95502883043667,15.09136532238773,81.6141904052273,51.66130026899805,25.444472196099312,39.751232639489245,35.37023764489476,60.18755980329993,136.29195425844034,292.842811154389,291.5227254885897,52.333316005588074,55.715140676402996,18.81421326071066,33.860957984609456,42.317724797906834,24.35251161583274,425.9061033398407,49.92580323449971,6.721442337700857
